gamma,auc_max,std,best_round
0,0.83973,0.0124243333333333,70
0.1,0.840215333333333,0.013938,78
0.2,0.840472333333333,0.00992933333333333,74.3333333333333
0.3,0.840827,0.008925,84
0.4,0.839851666666667,0.0117296666666667,79.6666666666667
0.5,0.839867,0.010884,79.3333333333333
0.6,0.840845333333333,0.0146193333333333,80
0.7,0.839843,0.0104893333333333,75
0.8,0.840379666666667,0.01077,82.6666666666667
0.9,0.839753,0.0114236666666667,62
1,0.840000333333333,0.0143213333333333,68
