scale_pos_weight,auc_max,std,best_round
0.5,0.839520333333333,0.00913966666666667,117
1,0.839707333333333,0.00443,98.6666666666667
2,0.840867333333333,0.00897666666666667,98
3,0.839704666666667,0.0139426666666667,79.6666666666667
4,0.840883666666667,0.0104156666666667,118.333333333333
