r_sample,c_sample,auc_max,std,best_round
0.5,0.4,0.840442333333333,0.0109976666666667,85
0.5,0.45,0.839683333333333,0.00842366666666667,87
0.5,0.5,0.839470333333333,0.010397,117
0.5,0.55,0.839099,0.0133636666666667,94
0.5,0.6,0.839039333333333,0.016299,90
0.5,0.65,0.838827666666667,0.009731,96.3333333333333
0.5,0.7,0.840092,0.00477166666666667,93
0.5,0.75,0.839730666666667,0.012654,93.6666666666667
0.5,0.8,0.839005,0.009054,118
0.55,0.4,0.838945,0.00909266666666667,92.3333333333333
0.55,0.45,0.839902666666667,0.00811466666666667,90.6666666666667
0.55,0.5,0.839618666666667,0.0106253333333333,82
0.55,0.55,0.840162,0.0118666666666667,86
0.55,0.6,0.838599333333333,0.0157936666666667,99
0.55,0.65,0.839750666666667,0.010508,92
0.55,0.7,0.839954666666667,0.007233,89.3333333333333
0.55,0.75,0.840036333333333,0.0131213333333333,81
0.55,0.8,0.840456,0.0100593333333333,70
0.6,0.4,0.840890333333333,0.00796666666666667,89.6666666666667
0.6,0.45,0.840696333333333,0.0106193333333333,128.666666666667
0.6,0.5,0.839517666666667,0.0108993333333333,88
0.6,0.55,0.839476666666667,0.009099,98.6666666666667
0.6,0.6,0.840444333333333,0.012251,100.333333333333
0.6,0.65,0.840471333333333,0.0103876666666667,106.666666666667
0.6,0.7,0.840440666666667,0.0120333333333333,81
0.6,0.75,0.840456,0.0104163333333333,118
0.6,0.8,0.839814666666667,0.0148516666666667,103
0.65,0.4,0.840468666666667,0.006881,112.333333333333
0.65,0.45,0.839661333333333,0.0120836666666667,82
0.65,0.5,0.838920666666667,0.010633,101.333333333333
0.65,0.55,0.838861333333333,0.0154183333333333,90
0.65,0.6,0.839544666666667,0.00866166666666667,119.666666666667
0.65,0.65,0.841218666666667,0.00904166666666667,95.3333333333333
0.65,0.7,0.840030666666667,0.0147206666666667,88.3333333333333
0.65,0.75,0.840225666666667,0.00826166666666667,96
0.65,0.8,0.839930333333333,0.0134906666666667,104.666666666667
0.7,0.4,0.840748,0.00621933333333333,118
0.7,0.45,0.840455,0.0123763333333333,121.666666666667
0.7,0.5,0.840924,0.0104416666666667,141
0.7,0.55,0.840549666666667,0.0171513333333333,109.666666666667
0.7,0.6,0.840751666666667,0.0122386666666667,89
0.7,0.65,0.840122666666667,0.010412,96
0.7,0.7,0.839148333333333,0.0109733333333333,136.666666666667
0.7,0.75,0.840173666666667,0.0113836666666667,95
0.7,0.8,0.840792333333333,0.0123493333333333,104.333333333333
0.75,0.4,0.840298666666667,0.0148446666666667,94
0.75,0.45,0.840735,0.00918233333333333,113.666666666667
0.75,0.5,0.840143333333333,0.00890633333333333,116.666666666667
0.75,0.55,0.840356,0.0108836666666667,87
0.75,0.6,0.840208666666667,0.00965433333333333,92.5
0.75,0.65,0.840197,0.00810233333333333,77
0.75,0.7,0.84034,0.009107,108.666666666667
0.75,0.75,0.839814666666667,0.00667066666666667,108
0.75,0.8,0.839832666666667,0.0187006666666667,121.666666666667
0.8,0.4,0.839845666666667,0.00683933333333333,103
0.8,0.45,0.840866,0.006619,128
0.8,0.5,0.839899666666667,0.00779833333333333,126
0.8,0.55,0.840008,0.0119283333333333,132.666666666667
0.8,0.6,0.839459666666667,0.0107076666666667,106
0.8,0.65,0.841499666666667,0.0103273333333333,120.333333333333
0.8,0.7,0.840074333333333,0.00615433333333333,117
0.8,0.75,0.840283,0.010903,100.333333333333
0.8,0.8,0.840507,0.00885266666666667,97
