"aucMean","aucStd","bestRound"
0.8395274,0.0084246,554.5
0.8395796,0.0044042,595
0.8407782,0.0034844,650.6
0.839216,0.0107902,603.6
0.8408534,0.0109754,727.428571428571
0.8395772,0.0030438,588.6
0.8401732,0.008579,553.6
0.8397258,0.003374,631.833333333333
0.8399352,0.0030556,569.6
0.841006,0.0020998,597
