Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
4,1,0.65,0.75,0.01,1,0.5,0.840784,0.0086016,951.4
4,1,0.65,0.8,0.01,1,0.5,0.8418744,0.0044402,998.6
4,1,0.7,0.3,0.01,1,0.5,0.8417488,0.0080324,1189.4
4,1,0.7,0.35,0.01,1,0.5,0.841426,0.0068762,1194.5
4,1,0.7,0.4,0.01,1,0.5,0.841625,0.0050356,1073.4
4,1,0.7,0.45,0.01,1,0.5,0.8413392,0.0122986,963
4,1,0.7,0.5,0.01,1,0.5,0.8414118,0.0042656,912
4,1,0.7,0.55,0.01,1,0.5,0.8410136,0.012344,1144.8
4,1,0.7,0.6,0.01,1,0.5,0.8415532,0.0091246,960.857142857143
4,1,0.7,0.65,0.01,1,0.5,0.8410844,0.015211,1091.2
4,1,0.7,0.7,0.01,1,0.5,0.8413212,0.0091732,960.5
4,1,0.7,0.75,0.01,1,0.5,0.8408148,0.0169432,1148.6
4,1,0.7,0.8,0.01,1,0.5,0.8411464,0.0069352,1130.85714285714
4,1,0.75,0.3,0.01,1,0.5,0.8417978,0.0058182,1303
4,1,0.75,0.35,0.01,1,0.5,0.841997,0.006961,1171
4,1,0.75,0.4,0.01,1,0.5,0.8415016,0.0126578,915.4
4,1,0.75,0.45,0.01,1,0.5,0.840992,0.0071722,1065.33333333333
4,1,0.75,0.5,0.01,1,0.5,0.8412054,0.0127504,932
4,1,0.75,0.55,0.01,1,0.5,0.8423014,0.0088912,1213.2
4,1,0.75,0.6,0.01,1,0.5,0.841184,0.0072054,1111.57142857143
4,1,0.75,0.65,0.01,1,0.5,0.8421346,0.0109922,1034
4,1,0.75,0.7,0.01,1,0.5,0.8421902,0.006438,1077.4
4,1,0.75,0.75,0.01,1,0.5,0.8417954,0.0104642,1061.8
4,1,0.75,0.8,0.01,1,0.5,0.8409188,0.0115438,1036.4
4,1,0.8,0.3,0.01,1,0.5,0.8418172,0.0083072,1124.5
4,1,0.8,0.35,0.01,1,0.5,0.8411216,0.0092148,1014.6
4,1,0.8,0.4,0.01,1,0.5,0.8408494,0.0091312,1005.33333333333
4,1,0.8,0.45,0.01,1,0.5,0.8420386,0.0144354,1113
4,1,0.8,0.5,0.01,1,0.5,0.8414972,0.0071366,1188.8
4,1,0.8,0.55,0.01,1,0.5,0.8410276,0.0092074,1096.66666666667
4,1,0.8,0.6,0.01,1,0.5,0.8410622,0.009968,1034.71428571429
4,1,0.8,0.65,0.01,1,0.5,0.8404764,0.0079004,872
4,1,0.8,0.7,0.01,1,0.5,0.8413816,0.014293,1028.16666666667
4,1,0.8,0.75,0.01,1,0.5,0.840501,0.007724,1073.16666666667
4,1,0.8,0.8,0.01,1,0.5,0.8412342,0.0057504,1089
