eta,auc_max,std,best_round
0.01,0.841686666666667,0.00881933333333333,773.333333333333
0.012,0.841602333333333,0.0131336666666667,581.4
0.014,0.841375666666667,0.007899,559.5
0.016,0.841913666666667,0.0109846666666667,450.333333333333
0.018,0.841041333333333,0.012044,365.333333333333
0.02,0.842268,0.0138186666666667,359.333333333333
0.022,0.841818333333333,0.0133303333333333,318.333333333333
0.024,0.841312666666667,0.0106176666666667,287
