Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
4,0.5,0.7,0.5,0.01,1,0,0.8411608,0.004057,1210.2
4,1,0.7,0.5,0.01,1,0,0.8421958,0.007422,1058.66666666667
4,2,0.7,0.5,0.01,1,0,0.840043,0.006194,981.8
4,3,0.7,0.5,0.01,1,0,0.8414856,0.0119676,1030.14285714286
4,4,0.7,0.5,0.01,1,0,0.8412868,0.0065516,1002.4
5,0.5,0.7,0.5,0.01,1,0,0.841849,0.005622,802.166666666667
5,1,0.7,0.5,0.01,1,0,0.8419674,0.0046744,881.4
5,2,0.7,0.5,0.01,1,0,0.842402,0.0047272,744.8
5,3,0.7,0.5,0.01,1,0,0.8423286,0.0115136,813.5
5,4,0.7,0.5,0.01,1,0,0.8426966,0.0079804,816.8
6,0.5,0.7,0.5,0.01,1,0,0.8412134,0.0087544,676.2
6,1,0.7,0.5,0.01,1,0,0.8421312,0.0094202,776.833333333333
6,2,0.7,0.5,0.01,1,0,0.8419656,0.0092994,700
6,3,0.7,0.5,0.01,1,0,0.8414548,0.0074444,755.2
6,4,0.7,0.5,0.01,1,0,0.8415484,0.0079728,714.4
