"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"imp_op_var39_comer_ult1","var15","num_var45_hace2","new_num_var30_0","f_num_non_zero_sum_ind","imp_op_var39_efect_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_group5_sum","ind_comb_rank","num_var45_hace3","new_num_group5_prcnt","saldo_var30","var15_ratio","max.saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_imp_op_var41_comer_ult13","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var38_ratio","0.841643","0.831776","0.836826","0.821191","0.835394","0.828881","0.838003","0.809535","0.833427","0.834452"
"abs_f_diff_num_var22_ult3_num_med_var45_ult3","saldo_var8","saldo_medio_var8_ult1","imp_op_var41_ult1","num_var42","f_diff_saldo_medio_var5_ult13","num_meses_var39_vig_ult3","new_num_sum","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_num_var30_4","abs_f_diff_saldo_var5_30","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15","ind_var5","nonzerocount.saldo","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_num_var22_ult3_num_med_var45_ult3","var15_ratio","f_diff_num_var30_4","new_ind_sum","0.823771","0.820318","0.820654","0.802539","0.817794","0.800822","0.818546","0.800206","0.803666","0.84023"
"num_var42","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_prcnt","imp_op_var39_ult1","n0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15","imp_op_var41_comer_ult3","ind_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_var22_hace3","nonzerocount.num","saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace2","num_meses_var5_ult3","saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","var38_ratio","0.836476","0.808907","0.834725","0.824946","0.831524","0.811928","0.837149","0.823623","0.831092","0.843332"
"nonzerocount.saldo","num_var35","imp_op_var39_ult1","abs_f_diff_saldo_var5_42","num_med_var22_ult3","imp_op_var41_comer_ult3","var38","num_quantile_diff_3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","var15_ratio","saldo_var30","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_group5_sum","new_num_var5_0","abs_f_diff_num_var30_4","saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","num_var45_hace3","num_of_used","0.823632","0.842485","0.838995","0.823434","0.836532","0.831308","0.836802","0.818275","0.812142","0.846388"
"max.saldo","saldo_medio_var5_ult3","num_of_used","new_num_var5_0","f_diff_var_15_var_36_rank","num_med_var45_ult3","num_meses_var5_ult3","saldo_var8","sald0_quantile_diff_1","saldo_var30","saldo_var42","var15_ratio","nonzerocount.saldo","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_num_3_sum_num","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_saldo_medio_var5","imp_op_var41_ult1","0.825429","0.829077","0.831989","0.804501","0.826887","0.80762","0.81593","0.81277","0.814538","0.829644"
"var15_ratio","saldo_medio_var5_hace3","num_var30","f_diff_saldo_medio_var5_ult13","saldo_var42","saldo_var30","abs_f_diff_saldo_medio_var5_ult13","f_diff_num_var45_ult13","sald0_quantile_diff_2","new_num_var30_0","abs_f_ratio_num_var30_saldo_var30","num_var35","num_var45_hace2","var36","var15","imp_op_var39_ult1","f_diff_saldo_var5_saldo_medio_var5_ult1","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_sum","0.824679","0.827279","0.819467","0.810455","0.817686","0.808197","0.825245","0.816462","0.814818","0.826169"
"f_diff_var_15_var_36_less_60","num_var30","saldo_medio_var5_hace3","f_num_3_sum_num","f_diff_var_15_var_36_cutpoint_smaller","ind_var30","f_diff_num_var30_4","saldo_medio_var5_hace2","imp_op_var41_ult1","new_num_var5_0","num_var5","var36","sald0_quantile_diff_2","new_ftr_ult1_ult3_ratio_num_var45","new_num_prcnt","new_num_group5_prcnt","num_med_var22_ult3","num_var42","var15","new_ind_group5_sum","0.829061","0.827581","0.808447","0.802535","0.824016","0.817647","0.810259","0.812083","0.820694","0.834663"
"num_var4","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_hace3","nonzerocount.saldo","new_num_group5_prcnt","num_var45_ult1","new_num_sum","abs_f_ratio_num_var5_saldo_var5","num_var45_hace3","f_diff_var_15_var_36_rank","num_var30","abs_f_ratio_num_var30_saldo_var30","saldo_var30","var38","f_num_non_zero_sum_ind","num_var42","f_diff_num_var22_ult3_num_med_var45_ult3","sald0_quantile_diff_1","num_var35","num_of_used","0.827388","0.840581","0.817166","0.804949","0.836371","0.808022","0.814146","0.825184","0.812205","0.844119"
"f_diff_saldo_var5_saldo_medio_var5_ult1","num_var30","var15","f_diff_var_15_var_36_less_60","saldo_medio_var5_hace2","f_num_3_sum_num","var38_ratio","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","var36","abs_f_diff_saldo_var5_30","num_var45_ult3","var38","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_ind_group5_sum","f_diff_num_var30_4","imp_trans_var37_ult1","nonzerocount.saldo","new_ind_var5_0","0.836249","0.823914","0.81512","0.813128","0.814976","0.827267","0.82361","0.82067","0.809636","0.838986"
"num_var4","saldo_medio_var5_ult3","sald0_quantile_diff_3","nonzerocount.num","f_diff_num_var30_4","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var38","new_num_sum","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_rank","num_var45_hace2","max.saldo","num_meses_var5_ult3","num_of_used","num_var30_0","new_num_var5_0","saldo_var5","new_num_group5_sum","0.831542","0.826698","0.833955","0.823582","0.835452","0.826653","0.835586","0.805861","0.829512","0.843388"
"num_var22_ult3","sald0_quantile_diff_3","imp_op_var41_comer_ult1","f_num_3_sum_num","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_38","nonzerocount.num","n0","new_num_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","imp_op_var41_efect_ult1","abs_f_ratio_num_var30_saldo_var30","new_num_group5_prcnt","new_num_group5_sum","num_of_used","num_meses_var39_vig_ult3","num_var35","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var5","0.836044","0.836105","0.837112","0.823735","0.834088","0.830038","0.837798","0.824381","0.827664","0.847472"
"new_num_prcnt","new_ind_group5_sum","f_diff_imp_op_var39_comer_ult13","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_num_group5_prcnt","saldo_medio_var5_hace3","new_num_0_group5_sum","abs_f_ratio_num_var30_saldo_var30","num_var4","num_var35","abs_f_diff_saldo_var5_30","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","var36","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","saldo_var30","var15","n0","num_var22_hace3","0.825164","0.827894","0.81748","0.81039","0.818344","0.810457","0.818235","0.801475","0.825252","0.832574"
"f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_var5_0","num_meses_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","ind_comb_rank","f_diff_var_15_var_38","abs_f_diff_imp_op_var41_efect_comer_ult1","abs_f_ratio_num_var30_saldo_var30","new_num_group5_sum","saldo_medio_var5_hace2","num_med_var22_ult3","new_ind_0_group5_sum","f_diff_var_15_var_36_rank","new_num_var8_0","num_var22_hace2","f_diff_saldo_medio_var5_8_ult11","var38","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","0.841421","0.810635","0.811897","0.800867","0.816069","0.804155","0.811973","0.823991","0.801471","0.821672"
"num_var35","sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var45_hace3","f_diff_var_15_var_36_less_60","num_var4","f_diff_var_15_var_36_rank","f_diff_var_15_larger","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_ind_group5_sum","num_meses_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","ind_var30","f_num_quan_70_sum_saldo","saldo_medio_var8_ult3","new_ind_var5_0","f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace2","f_diff_var_15_var_38","new_ftr_ult1_ult3_ratio_saldo_medio_var5","0.835269","0.810052","0.805573","0.820983","0.814393","0.820866","0.82768","0.819286","0.810987","0.839774"
"num_var35","var15","n0","new_ind_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","f_diff_var_15_var_36_less_60","num_quantile_diff_1","num_of_used","var38","abs_f_diff_saldo_var5_30","f_diff_num_var30_4","new_num_group5_prcnt","f_diff_saldo_medio_var5_8_ult11","num_meses_var5_ult3","max.saldo","imp_trans_var37_ult1","num_var42","num_quantile_diff_3","var36","0.841047","0.839794","0.825183","0.824715","0.822039","0.828249","0.828388","0.806875","0.819989","0.84478"
"num_quantile_diff_1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","max.saldo","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var30_0","saldo_var30","var15_ratio","imp_op_var41_efect_ult3","f_diff_var_15_var_36_less_60","num_of_used","saldo_medio_var5_hace3","num_var4","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_var5","abs_f_ratio_num_var5_saldo_var5","f_diff_num_var30_4","new_ind_var5_0","f_num_quan_70_sum_saldo","new_num_sum","0.825117","0.826403","0.823704","0.809485","0.819761","0.820921","0.827252","0.804876","0.819004","0.832667"
"abs_f_ratio_num_var5_saldo_var5","saldo_var5","f_num_non_zero_sum_ind","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_imp_op_var41_comer_ult13","abs_f_ratio_num_var30_saldo_var30","ind_var5","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","saldo_medio_var5_ult3","f_diff_saldo_medio_var5_8_ult11","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_cutpoint_smaller","new_num_var5_0","num_med_var45_ult3","new_ind_var30_0","ind_comb_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_ult1","0.831801","0.814036","0.823363","0.805213","0.813692","0.803","0.825607","0.803571","0.802769","0.831933"
"max.saldo","new_num_sum","ind_comb_rank","num_var45_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var30","ind_var30","saldo_medio_var5_ult3","f_ratio_num_var42_saldo_var42","imp_op_var41_ult1","nonzerocount.num","f_diff_imp_op_var41_efect_comer_ult1","f_num_quan_70_sum_saldo","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","var38","f_diff_var_15_larger","imp_op_var41_efect_ult1","0.824337","0.818746","0.814343","0.809392","0.825819","0.80962","0.834871","0.8062","0.810679","0.843706"
"abs_f_ratio_num_var30_saldo_var30","new_num_0_group5_sum","imp_ent_var16_ult1","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","imp_op_var41_comer_ult1","n0","var15","nonzerocount.saldo","num_var22_hace3","ind_comb_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","num_var22_ult1","num_var22_ult3","abs_f_diff_num_var30_4","var38","new_ind_var5_0","imp_op_var41_ult1","imp_trans_var37_ult1","new_num_var30_0","0.843154","0.843351","0.820273","0.826939","0.836137","0.830559","0.839163","0.808567","0.833103","0.847612"
"var15_ratio","f_diff_var_15_larger","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_prcnt","f_diff_var_15_var_36_less_60","var38_ratio","abs_f_diff_saldo_var5_30","abs_f_ratio_num_var5_saldo_var5","saldo_var8","imp_op_var39_ult1","f_diff_saldo_medio_var5_8_ult11","new_num_sum","num_var22_hace2","saldo_medio_var5_ult1","new_ind_var30_0","saldo_medio_var5_ult3","saldo_medio_var8_ult1","f_diff_var_15_var_36_cutpoint_smaller","abs_f_ratio_num_var30_saldo_var30","new_num_var30_0","0.839679","0.841729","0.836717","0.808293","0.83562","0.829437","0.838389","0.823502","0.832742","0.846254"
"num_var5","nonzerocount.num","new_ind_0_group5_sum","f_diff_var_15_var_36_rank","n0","var15","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_sum","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_var35","abs_f_diff_saldo_var5_30","saldo_var5","abs_f_diff_num_var22_ult3_num_med_var45_ult3","new_ind_group5_sum","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var30_4","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_ult3","abs_f_ratio_num_var30_saldo_var30","0.828423","0.828666","0.826044","0.807472","0.815036","0.816457","0.830199","0.805082","0.821144","0.825241"
"var15","num_var45_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_var_15_var_36_less_60","imp_trans_var37_ult1","imp_op_var41_efect_ult3","num_var4","num_var42","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_num_3_sum_num","f_diff_saldo_medio_var5_8_ult11","num_of_used","nonzerocount.saldo","num_meses_var39_vig_ult3","new_num_prcnt","nonzerocount.num","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","f_diff_var_15_var_36_rank","0.822653","0.811717","0.812431","0.817202","0.811981","0.819284","0.814546","0.814373","0.824977","0.827899"
"n0","ind_var30","new_ind_group5_sum","num_meses_var39_vig_ult3","num_med_var22_ult3","num_meses_var5_ult3","imp_trans_var37_ult1","var38","imp_op_var41_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_less_60","saldo_var8","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","num_quantile_diff_3","abs_f_diff_num_var30_4","ind_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var5_0","0.833662","0.807091","0.832952","0.826097","0.82731","0.824328","0.830828","0.817447","0.827798","0.840807"
"var36","new_ind_var5_0","f_diff_var_15_var_36_less_60","var15_ratio","num_var42","abs_f_diff_saldo_medio_var5_ult13","num_var30","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_ratio_num_var30_saldo_var30","ind_comb_rank","saldo_var5","abs_f_diff_saldo_var5_30","num_var35","saldo_medio_var5_hace2","saldo_medio_var8_ult3","abs_f_ratio_num_var5_saldo_var5","num_var45_ult3","saldo_var30","saldo_var42","0.833343","0.83018","0.819176","0.811725","0.833528","0.825543","0.824054","0.820914","0.820077","0.838658"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15","nonzerocount.num","sald0_quantile_diff_1","var36","var15_ratio","new_ind_sum","new_ind_group5_sum","f_diff_imp_op_var41_efect_comer_ult1","f_num_non_zero_sum_ind","f_ratio_num_var42_saldo_var42","new_ftr_ult1_ult3_ratio_num_var45","saldo_var42","new_ind_var5_0","f_diff_var_15_var_38","new_ind_var30_0","max.saldo","f_diff_num_var30_4","num_of_used","num_var4","0.832817","0.840641","0.833793","0.822696","0.833276","0.825342","0.827717","0.808782","0.821037","0.84473"
"abs_f_diff_saldo_var5_30","sald0_quantile_diff_2","abs_f_ratio_num_var5_saldo_var5","saldo_medio_var8_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","max.saldo","saldo_medio_var5_ult3","new_num_group5_prcnt","var38","new_num_prcnt","num_var4","f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_imp_op_var41_efect_comer_ult1","var15","saldo_medio_var5_hace3","var38_ratio","num_var30","imp_op_var39_ult1","num_var22_ult3","f_diff_var_15_var_38","0.832177","0.843766","0.823437","0.820643","0.836688","0.830303","0.840583","0.816172","0.816173","0.841479"
"new_num_group5_prcnt","f_num_3_sum_num","max.saldo","new_num_group5_sum","var15_ratio","num_var22_hace3","num_med_var45_ult3","saldo_medio_var8_ult3","saldo_var5","new_ind_group5_sum","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","ind_var5","var38_ratio","num_var22_hace2","saldo_medio_var5_hace2","nonzerocount.num","f_diff_var_15_var_36_cutpoint_smaller","num_of_used","saldo_medio_var5_ult1","saldo_medio_var8_ult1","0.84233","0.838818","0.810713","0.811759","0.835513","0.804662","0.837343","0.805033","0.832783","0.845779"
"var38","f_ratio_num_var42_saldo_var42","saldo_var42","f_diff_num_var45_ult13","new_num_group5_prcnt","saldo_medio_var5_hace2","num_meses_var39_vig_ult3","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var22","n0","num_var22_hace3","num_var35","new_num_var5_0","f_diff_var_15_larger","ind_var5","var15_ratio","f_diff_num_var30_4","f_diff_var_15_var_36_rank","nonzerocount.saldo","saldo_var5","0.839629","0.825258","0.835765","0.82496","0.823657","0.828995","0.836857","0.802369","0.809864","0.846288"
"abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_saldo_medio_var5_8_ult11","nonzerocount.saldo","f_diff_var_15_var_36_cutpoint_smaller","new_num_var30_0","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","saldo_var30","num_var35","f_num_non_zero_sum_ind","new_ind_group5_sum","f_ratio_num_var42_saldo_var42","new_num_prcnt","abs_f_ratio_num_var5_saldo_var5","saldo_var8","saldo_medio_var5_ult1","saldo_var5","var15","f_diff_num_var30_4","num_var5","0.832122","0.816241","0.823719","0.810002","0.81017","0.81433","0.822318","0.809506","0.819577","0.823174"
"num_var22_ult3","f_diff_var_15_var_36_less_60","var15","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_ult1","num_var4","f_diff_saldo_medio_var5_8_ult11","sald0_quantile_diff_1","f_diff_num_var30_4","num_med_var22_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var30","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_42","f_num_non_zero_sum_ind","abs_f_diff_num_var30_4","var38_ratio","n0","f_diff_imp_op_var41_efect_comer_ult1","0.839683","0.83999","0.812666","0.823103","0.811121","0.82959","0.836996","0.824758","0.832923","0.819138"
"abs_f_diff_saldo_medio_var5_8_ult11","max.saldo","f_diff_var_15_var_36_less_60","new_ind_sum","saldo_medio_var5_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_quantile_diff_3","f_diff_var_15_var_38","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_rank","ind_var5","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_hace2","ind_comb_rank","var15","saldo_var37","var38","num_var4","sald0_quantile_diff_3","f_diff_saldo_var5_saldo_medio_var5_ult1","0.82734","0.817878","0.835525","0.822355","0.833867","0.805819","0.835594","0.804805","0.831599","0.845174"
"num_var35","new_ind_var5_0","ind_comb_rank","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","sald0_quantile_diff_2","new_ind_var30_0","max.saldo","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_num_var30_4","var15","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_ult13","abs_f_ratio_num_var30_saldo_var30","new_num_var30_0","num_meses_var39_vig_ult3","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var42","0.823793","0.825715","0.822023","0.808957","0.811335","0.804788","0.821224","0.800472","0.816257","0.830302"
"saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_var30_0","new_num_group5_sum","num_var35","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","var38","var15_ratio","f_diff_num_var30_4","new_num_var30_0","saldo_var5","f_num_3_sum_num","f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_38","var38_ratio","abs_f_ratio_num_var5_saldo_var5","f_diff_var_15_larger","num_var4","n0","0.836806","0.832125","0.82857","0.82028","0.833661","0.822928","0.832874","0.803885","0.827211","0.842438"
"saldo_var5","f_diff_var_15_larger","saldo_medio_var5_hace3","var15","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","ind_comb_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","max.saldo","saldo_medio_var5_ult1","num_var35","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var30","new_num_sum","num_var22_ult1","num_var4","new_num_var5_0","new_ftr_ult1_ult3_ratio_imp_op_var39_comer","0.826285","0.81897","0.826032","0.808556","0.826349","0.816121","0.819574","0.813516","0.820488","0.827948"
"sald0_quantile_diff_1","abs_f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var5_0","f_diff_num_var30_4","saldo_var37","var38_ratio","var38","n0","var15","new_num_group5_sum","saldo_medio_var5_ult1","max.saldo","var36","ind_var30","num_var35","num_var5","saldo_medio_var8_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace2","0.83802","0.826391","0.833157","0.806007","0.836131","0.824903","0.83338","0.823334","0.816576","0.837269"
