"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"new_num_var5_0","saldo_var30","ind_comb_rank","new_ind_0_group5_sum","saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","new_ind_sum","num_var45_hace2","num_var45_ult1","max.saldo","saldo_medio_var5_hace2","var38","num_var5","new_ftr_ult1_ult3_ratio_num_var45","ind_var30","imp_op_var41_comer_ult3","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_sum","0.825573","0.811264","0.813068","0.823845","0.834129","0.804541","0.814183","0.805187","0.808406","0.833393"
"saldo_medio_var5_ult1","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_of_used","saldo_medio_var5_hace3","abs_f_diff_num_var22_ult3_num_med_var45_ult3","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_cutpoint_smaller","new_num_prcnt","abs_f_ratio_num_var30_saldo_var30","var15_ratio","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","ind_var5","num_var22_ult1","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.82624","0.828812","0.826917","0.803837","0.825907","0.81907","0.825659","0.814988","0.819164","0.836182"
"f_diff_num_var30_4","abs_f_diff_saldo_var5_30","imp_op_var39_ult1","num_med_var22_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_sum","f_diff_num_var45_ult13","f_num_non_zero_sum_ind","num_var30","saldo_medio_var5_ult1","var36","var15","f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_num_var45","imp_op_var41_efect_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_med_var45_ult3","saldo_var30","0.82418","0.823159","0.828306","0.813307","0.81379","0.817521","0.82028","0.819894","0.829217","0.833324"
"abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","imp_op_var41_efect_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var45_ult13","abs_f_ratio_num_var30_saldo_var30","num_var22_ult1","new_num_var30_0","var15_ratio","new_ind_sum","new_num_group5_sum","saldo_medio_var5_ult1","nonzerocount.num","f_diff_num_var30_4","num_var22_ult3","f_diff_var_15_var_38","f_num_3_sum_num","abs_f_diff_num_var30_4","f_diff_saldo_var5_saldo_medio_var5_hace3","0.835349","0.831042","0.839878","0.821646","0.838274","0.832635","0.838525","0.810241","0.835718","0.848875"
"num_med_var22_ult3","ind_var30","new_ftr_ult1_ult3_ratio_num_var45","var15","f_diff_var_15_var_38","f_diff_saldo_medio_var5_ult13","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","new_num_var5_0","abs_f_diff_num_var30_4","new_ind_var5_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_larger","saldo_var37","saldo_var42","new_ind_var30_0","new_num_group5_sum","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var8_ult1","saldo_var5","0.839049","0.841639","0.835516","0.822795","0.835411","0.827914","0.834972","0.80575","0.832043","0.827278"
"ind_var30","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","f_num_3_sum_num","saldo_var5","new_ftr_ult1_ult3_ratio_saldo_medio_var5","num_of_used","sald0_quantile_diff_1","abs_f_ratio_num_var30_saldo_var30","var15_ratio","num_var35","num_var30","new_ftr_ult1_ult3_ratio_num_var22","abs_f_diff_saldo_var5_30","f_diff_num_var30_4","n0","max.saldo","f_diff_var_15_var_36_rank","0.828102","0.813718","0.821907","0.808446","0.808091","0.805147","0.810364","0.803758","0.822132","0.8305"
"saldo_medio_var5_hace3","new_ind_group5_sum","saldo_var30","imp_op_var41_comer_ult3","num_quantile_diff_3","nonzerocount.saldo","var15_ratio","new_num_0_group5_sum","saldo_medio_var5_ult3","num_var35","num_var45_ult3","abs_f_ratio_num_var5_saldo_var5","new_num_group5_sum","var15","abs_f_diff_saldo_var5_42","num_med_var22_ult3","saldo_medio_var5_hace2","saldo_var8","f_num_quan_70_sum_saldo","0.82552","0.823106","0.827213","0.814251","0.816506","0.804944","0.820077","0.81931","0.820536","0.829404"
"saldo_medio_var5_hace3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","ind_var5","num_var35","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_8_ult11","abs_f_ratio_num_var30_saldo_var30","saldo_var5","num_med_var22_ult3","new_num_var30_0","var36","abs_f_diff_saldo_var5_42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_30","var15","new_ftr_ult1_ult3_ratio_num_var22","saldo_medio_var5_hace2","num_var22_ult3","new_ind_var5_0","0.823241","0.821076","0.830995","0.802586","0.829073","0.822989","0.822506","0.812034","0.822598","0.832601"
"new_num_group5_sum","new_ind_group5_sum","var38","new_num_var30_0","ind_var30","var15_ratio","num_meses_var39_vig_ult3","max.saldo","f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_rank","num_of_used","f_diff_imp_op_var41_efect_comer_ult1","new_num_group5_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","num_var45_ult1","saldo_var30","new_num_var5_0","f_diff_num_var30_4","new_num_sum","0.834307","0.841279","0.822074","0.816993","0.834488","0.827009","0.824792","0.817523","0.821604","0.845132"
"num_var4","new_ftr_ult1_ult3_ratio_num_var22","var15","f_diff_var_15_var_36_rank","new_num_group5_sum","num_var35","saldo_medio_var5_hace2","new_num_var30_0","ind_comb_rank","var36","sald0_quantile_diff_2","saldo_var42","abs_f_diff_saldo_var5_30","ind_var30","num_of_used","abs_f_ratio_num_var30_saldo_var30","var38","f_diff_var_15_var_36_cutpoint_smaller","n0","0.841516","0.822117","0.835514","0.824004","0.816675","0.807467","0.838936","0.807204","0.832737","0.846737"
"f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_var_15_var_36_rank","f_diff_num_var30_4","saldo_var30","ind_var30","ind_comb_rank","abs_f_diff_saldo_var5_30","ind_var5","var38","abs_f_diff_saldo_medio_var5_8_ult11","f_ratio_num_var42_saldo_var42","f_diff_num_var45_ult13","num_var45_ult3","imp_ent_var16_ult1","abs_f_diff_saldo_medio_var5_ult13","var15_ratio","new_num_sum","var38_ratio","new_num_prcnt","0.8307","0.829969","0.818589","0.817614","0.830605","0.82575","0.832013","0.822275","0.821776","0.840425"
"abs_f_diff_num_var30_4","f_num_non_zero_sum_ind","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","num_med_var22_ult3","new_ind_var30_0","nonzerocount.num","num_var45_ult1","ind_comb_rank","max.saldo","f_diff_var_15_var_36_less_60","num_var42","new_num_var30_0","f_diff_var_15_var_38","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","imp_op_var39_efect_ult3","num_var45_hace2","0.830024","0.827982","0.833834","0.812137","0.83408","0.828703","0.837214","0.808412","0.819244","0.843953"
"abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","var15","imp_op_var41_efect_ult1","num_of_used","max.saldo","saldo_medio_var5_ult3","num_var45_hace2","f_ratio_num_var42_saldo_var42","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","imp_trans_var37_ult1","saldo_medio_var5_hace3","num_var5","imp_ent_var16_ult1","abs_f_diff_saldo_var5_30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_imp_op_var41_efect_comer_ult1","0.826612","0.821299","0.820304","0.806276","0.826337","0.815016","0.825808","0.804734","0.816864","0.831249"
"max.saldo","saldo_var5","var15_ratio","abs_f_diff_saldo_medio_var5_ult13","num_var45_hace2","new_ftr_ult1_ult3_ratio_num_var45","nonzerocount.num","ind_comb_rank","new_ind_group5_sum","f_num_non_zero_sum_ind","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_var42","ind_var30","nonzerocount.saldo","imp_ent_var16_ult1","num_meses_var5_ult3","var15","new_num_group5_prcnt","f_diff_var_15_larger","0.827618","0.8172","0.819174","0.814748","0.813351","0.815877","0.824482","0.815179","0.822145","0.829688"
"abs_f_diff_saldo_medio_var5_ult13","saldo_medio_var5_ult3","ind_var5","ind_var30","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_var_36_cutpoint_smaller","num_med_var45_ult3","num_var45_ult3","saldo_medio_var5_hace2","var15_ratio","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_medio_var5_ult1","nonzerocount.saldo","f_diff_var_15_var_38","var38_ratio","new_num_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","abs_f_diff_saldo_var5_30","ind_comb_rank","0.837466","0.834502","0.827418","0.82046","0.832284","0.824524","0.832294","0.801646","0.828262","0.825332"
"ind_var5","abs_f_ratio_num_var5_saldo_var5","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_num_quan_70_sum_saldo","num_var30","abs_f_ratio_num_var30_saldo_var30","imp_op_var41_ult1","new_num_var30_0","nonzerocount.saldo","f_diff_num_var30_4","saldo_medio_var5_hace3","abs_f_diff_saldo_medio_var5_8_ult11","num_var35","var38_ratio","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_ult3","ind_comb_rank","f_diff_var_15_var_36_rank","0.839256","0.812341","0.838923","0.823413","0.81788","0.804821","0.83517","0.807969","0.831081","0.844062"
"saldo_medio_var5_hace2","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_ult1","nonzerocount.saldo","f_num_quan_70_sum_saldo","f_diff_var_15_var_36_less_60","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ind_sum","new_ftr_ult1_ult3_ratio_num_var22","f_diff_imp_op_var41_efect_comer_ult1","new_ind_group5_sum","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_medio_var5_8_ult11","new_ind_var5_0","saldo_medio_var5_hace3","0.819374","0.815032","0.817753","0.806657","0.819734","0.802615","0.813664","0.800715","0.810645","0.821224"
"nonzerocount.saldo","var38","f_diff_num_var45_ult13","f_diff_saldo_var5_saldo_medio_var5_hace2","num_var5","abs_f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_rank","ind_comb_rank","max.saldo","f_diff_num_var30_4","saldo_medio_var5_ult3","saldo_var5","var38_ratio","saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_8_ult11","n0","num_var45_ult1","0.838557","0.83682","0.834719","0.823272","0.826516","0.823867","0.83212","0.824324","0.829408","0.84127"
"f_diff_var_15_var_38","max.saldo","var15","nonzerocount.num","var36","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_var30","f_diff_var_15_var_36_less_60","num_var35","var15_ratio","new_num_group5_prcnt","saldo_var30","num_var22_hace3","nonzerocount.saldo","saldo_medio_var5_hace3","abs_f_ratio_num_var30_saldo_var30","saldo_var42","saldo_medio_var5_hace2","imp_op_var39_efect_ult3","0.840744","0.826918","0.833432","0.820981","0.837017","0.829163","0.839787","0.825794","0.825018","0.848553"
"f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_var30","var15","f_diff_var_15_larger","new_num_var30_0","sald0_quantile_diff_3","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_num_3_sum_num","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var5_0","var38_ratio","var15_ratio","num_var42","abs_f_diff_saldo_var5_30","imp_trans_var37_ult1","new_num_sum","num_var30","num_meses_var5_ult3","sald0_quantile_diff_1","0.832254","0.829379","0.833995","0.817303","0.821264","0.814079","0.834473","0.824838","0.82993","0.836931"
"num_var45_hace2","saldo_var42","f_diff_var_15_var_36_cutpoint_smaller","abs_f_diff_num_var30_4","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_var5_42","imp_op_var39_comer_ult3","num_var45_ult1","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","var15","num_var42","f_diff_var_15_var_36_less_60","imp_op_var39_efect_ult3","f_diff_saldo_var5_saldo_medio_var5_ult1","saldo_var30","new_num_var5_0","num_var35","new_num_var30_0","abs_f_ratio_num_var5_saldo_var5","0.828721","0.827899","0.824382","0.810303","0.813525","0.808322","0.826432","0.803517","0.820747","0.829373"
"f_diff_var_15_larger","num_meses_var5_ult3","f_diff_imp_op_var41_efect_comer_ult1","num_med_var45_ult3","new_ind_group5_sum","f_diff_var_15_var_36_less_60","new_num_var5_0","imp_op_var41_ult1","f_diff_num_var30_4","var38","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_num_var45","f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_0_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_num_non_zero_sum_ind","saldo_medio_var5_hace2","var15","f_diff_saldo_medio_var5_8_ult11","0.829814","0.84349","0.839155","0.809004","0.837879","0.830744","0.83915","0.823937","0.833874","0.849026"
"num_var35","saldo_medio_var8_ult3","var38_ratio","saldo_var42","nonzerocount.saldo","saldo_medio_var5_hace2","f_diff_var_15_var_38","f_diff_num_var22_ult3_num_med_var45_ult3","ind_var5","num_meses_var5_ult3","num_var22_hace3","new_num_var30_0","f_diff_var_15_larger","num_var4","var15","num_var5","f_diff_var_15_var_36_rank","num_var45_ult1","max.saldo","0.830171","0.822311","0.835056","0.804771","0.837241","0.828648","0.837775","0.825478","0.821618","0.846511"
"f_ratio_num_var42_saldo_var42","abs_f_diff_num_var30_4","num_var35","var15","new_num_prcnt","f_diff_var_15_var_36_rank","nonzerocount.num","num_var30","saldo_var37","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var5_0","ind_comb_rank","num_var22_hace3","num_var45_hace2","f_num_quan_70_sum_saldo","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_38","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","var15_ratio","0.833626","0.824616","0.83302","0.814498","0.82609","0.825756","0.833637","0.811899","0.830752","0.839357"
"f_diff_imp_op_var39_comer_ult13","num_var35","num_var22_hace3","nonzerocount.saldo","num_quantile_diff_1","num_var5","num_var45_hace3","abs_f_ratio_num_var30_saldo_var30","new_num_prcnt","num_var22_ult3","var38","f_diff_var_15_var_36_rank","new_ind_sum","saldo_var8","new_num_var5_0","imp_trans_var37_ult1","saldo_medio_var5_ult3","new_ind_var5_0","new_ind_group5_sum","0.842515","0.804602","0.836101","0.826398","0.81426","0.826613","0.809587","0.823718","0.831527","0.845628"
"f_num_non_zero_sum_ind","f_diff_num_var43_emit_recib_ult1","f_diff_var_15_var_36_rank","var15_ratio","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","num_med_var22_ult3","num_of_used","var36","num_var30","f_diff_var_15_var_38","num_var35","saldo_var30","saldo_medio_var5_hace3","num_var42","abs_f_ratio_num_var30_saldo_var30","saldo_medio_var8_ult1","num_quantile_diff_1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var45_ult13","0.836246","0.828751","0.821234","0.81826","0.818317","0.828676","0.824572","0.809963","0.831816","0.839263"
"abs_f_diff_num_var30_4","f_ratio_num_var42_saldo_var42","f_diff_var_15_var_38","saldo_medio_var5_ult1","f_num_3_sum_num","nonzerocount.num","f_diff_var_15_var_36_less_60","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_num_var22","f_diff_saldo_var5_saldo_medio_var5_hace2","n0","f_diff_saldo_medio_var5_ult13","var15_ratio","saldo_var30","num_meses_var39_vig_ult3","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_36_rank","f_diff_num_var30_4","f_diff_var_15_larger","0.829755","0.8385","0.825284","0.824043","0.834388","0.827604","0.833355","0.824433","0.833031","0.837503"
"var38","new_ftr_ult1_ult3_ratio_num_var45","var15_ratio","f_diff_saldo_medio_var5_ult13","abs_f_diff_num_var30_4","f_diff_var_15_larger","new_num_group5_sum","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var15","new_ind_sum","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_num_group5_prcnt","imp_op_var39_efect_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","nonzerocount.num","f_diff_var_15_var_36_rank","abs_f_diff_saldo_var5_30","saldo_medio_var5_ult3","0.828625","0.84006","0.83474","0.82488","0.835588","0.828402","0.839284","0.824703","0.832743","0.847041"
"var15","f_diff_var_15_var_38","saldo_var30","f_diff_saldo_medio_var5_ult13","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_larger","num_var30","abs_f_diff_saldo_var5_30","ind_var30","ind_var5","abs_f_ratio_num_var5_saldo_var5","num_var42","var38_ratio","new_num_var5_0","imp_var43_emit_ult1","num_var30_0","f_ratio_num_var42_saldo_var42","saldo_var8","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.83182","0.830196","0.819571","0.816042","0.818785","0.810029","0.832315","0.80956","0.822712","0.844438"
"new_num_var30_0","new_num_sum","num_var45_hace3","new_num_prcnt","num_meses_var39_vig_ult3","abs_f_ratio_num_var30_saldo_var30","abs_f_diff_saldo_medio_var5_ult13","var38_ratio","f_diff_saldo_medio_var5_8_ult11","f_num_3_sum_num","num_var5","nonzerocount.saldo","var15","f_diff_var_15_var_38","saldo_var42","saldo_medio_var5_hace2","var38","saldo_var5","imp_op_var39_ult1","0.841029","0.83138","0.818974","0.820992","0.834763","0.829503","0.839339","0.826082","0.828847","0.841687"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_var_15_larger","saldo_var30","max.saldo","num_meses_var5_ult3","new_ind_0_group5_sum","f_diff_var_15_var_36_less_60","num_of_used","f_diff_var_15_var_36_cutpoint_smaller","ind_var30","abs_f_diff_num_var30_4","var38","f_diff_imp_op_var41_efect_ult13","num_var35","var15_ratio","new_ftr_ult1_ult3_ratio_num_var45","num_var22_hace2","saldo_medio_var8_ult1","ind_comb_rank","0.840048","0.839142","0.817288","0.8127","0.821896","0.827925","0.835867","0.824894","0.82786","0.832313"
"num_meses_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_num_var30_4","var38_ratio","new_ftr_ult1_ult3_ratio_num_var22","f_ratio_num_var42_saldo_var42","imp_op_var39_efect_ult1","num_var45_ult1","f_diff_var_15_var_36_rank","ind_var30","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var8_ult3","imp_op_var41_efect_ult3","saldo_var8","nonzerocount.saldo","ind_var5","var15_ratio","new_num_var8_0","0.828496","0.830802","0.831021","0.806935","0.833006","0.82959","0.82451","0.823667","0.830265","0.839987"
"num_var22_ult3","f_diff_var_15_var_36_cutpoint_smaller","imp_op_var41_efect_ult3","saldo_medio_var5_ult3","saldo_var42","saldo_var5","f_ratio_num_var42_saldo_var42","var15","f_diff_num_var45_ult13","var15_ratio","new_num_var5_0","f_diff_var_15_larger","var38","saldo_medio_var8_ult3","f_diff_saldo_medio_var5_8_ult11","imp_op_var41_ult1","max.saldo","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var36","0.840497","0.841044","0.836214","0.821765","0.813672","0.807286","0.801673","0.825416","0.834446","0.845554"
"num_var22_ult3","var15_ratio","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_ratio_num_var42_saldo_var42","n0","new_num_var5_0","f_diff_var_15_var_36_rank","f_diff_var_15_var_38","f_diff_saldo_medio_var5_8_ult11","num_quantile_diff_3","f_diff_imp_op_var39_comer_ult13","saldo_medio_var5_hace3","imp_op_var41_ult1","new_num_prcnt","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","f_diff_saldo_medio_var5_ult13","num_of_used","new_num_sum","saldo_var30","0.836558","0.834929","0.839016","0.822941","0.826379","0.832886","0.839428","0.819581","0.825206","0.839831"
"saldo_medio_var5_hace2","imp_op_var41_comer_ult3","var15","num_var45_ult3","new_ind_sum","max.saldo","ind_var5","saldo_medio_var8_ult1","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","ind_comb_rank","saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_group5_sum","f_diff_saldo_medio_var5_ult13","f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_medio_var5_ult3","num_of_used","new_ind_var5_0","0.826162","0.816961","0.807353","0.8091","0.817913","0.816607","0.825885","0.804432","0.823353","0.8292"
"new_ftr_ult1_ult3_ratio_saldo_medio_var5","new_ind_0_group5_sum","var15","ind_var5","num_meses_var5_ult3","f_diff_var_15_var_36_rank","new_num_group5_prcnt","saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","abs_f_diff_saldo_medio_var5_ult13","f_diff_imp_op_var41_efect_comer_ult1","num_var42","num_of_used","new_num_prcnt","saldo_var42","saldo_medio_var5_hace3","0.826433","0.825813","0.820746","0.808638","0.823974","0.812707","0.820417","0.80511","0.818948","0.832858"
"imp_op_var41_efect_ult1","new_num_var30_0","new_ind_group5_sum","f_diff_imp_op_var41_efect_comer_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var42","nonzerocount.saldo","num_var42","new_num_group5_prcnt","num_var5","abs_f_diff_saldo_var5_saldo_medio_var5_ult1","new_num_prcnt","f_diff_var_15_var_36_less_60","num_var22_ult3","var38","sald0_quantile_diff_3","abs_f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","ind_var5","0.834159","0.836279","0.831341","0.807395","0.815708","0.808767","0.827867","0.800193","0.824614","0.837607"
"nonzerocount.num","f_num_non_zero_sum_ind","f_diff_saldo_medio_var5_ult13","n0","var15","num_var45_hace3","var38_ratio","ind_comb_rank","abs_f_diff_saldo_medio_var5_8_ult11","new_num_prcnt","num_of_used","var38","new_num_group5_prcnt","saldo_var42","f_diff_num_var30_4","num_var35","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_num_var30_4","num_meses_var5_ult3","0.830815","0.822373","0.834565","0.805588","0.827201","0.828485","0.837605","0.826027","0.83247","0.846451"
"ind_comb_rank","f_diff_var_15_larger","new_ind_var30_0","f_diff_var_15_var_36_rank","new_ftr_ult1_ult3_ratio_saldo_medio_var5","abs_f_ratio_num_var5_saldo_var5","var36","saldo_medio_var5_hace2","f_ratio_num_var42_saldo_var42","new_ind_group5_sum","saldo_medio_var5_hace3","saldo_medio_var8_ult3","num_var42","var38_ratio","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","sald0_quantile_diff_2","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_num_var30_4","new_num_prcnt","0.819782","0.837717","0.832518","0.821481","0.82215","0.825742","0.832839","0.824051","0.809493","0.84518"
"f_num_3_sum_num","ind_comb_rank","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","saldo_medio_var5_ult1","new_num_group5_prcnt","saldo_medio_var8_ult3","var15_ratio","n0","f_diff_num_var45_ult13","abs_f_diff_saldo_medio_var5_8_ult11","saldo_medio_var5_hace2","imp_op_var41_comer_ult1","num_quantile_diff_3","f_diff_var_15_var_36_less_60","var38_ratio","new_ind_group5_sum","new_num_prcnt","f_num_non_zero_sum_ind","var15","0.820711","0.836076","0.833301","0.823368","0.830296","0.827387","0.835848","0.818757","0.830823","0.84433"
"num_med_var45_ult3","new_num_group5_prcnt","f_diff_var_15_var_38","var38_ratio","new_ind_var5_0","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_num_var30_4","sald0_quantile_diff_1","new_num_sum","num_var4","new_ind_sum","saldo_var30","abs_f_ratio_num_var5_saldo_var5","f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","saldo_medio_var5_hace3","var15","new_num_var5_0","0.828082","0.827245","0.836996","0.817936","0.828706","0.8281","0.835208","0.810781","0.830344","0.838681"
"var15","imp_op_var41_efect_ult1","abs_f_diff_saldo_medio_var5_ult13","num_var42","num_var35","sald0_quantile_diff_2","abs_f_ratio_num_var30_saldo_var30","f_diff_saldo_var5_saldo_medio_var5_hace3","sald0_quantile_diff_3","f_diff_num_var30_4","f_diff_var_15_larger","var15_ratio","abs_f_diff_saldo_medio_var5_8_ult11","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","new_ind_sum","abs_f_diff_num_var22_ult3_num_med_var45_ult3","n0","saldo_var42","0.83232","0.827867","0.82785","0.819529","0.835314","0.82804","0.835174","0.825119","0.824674","0.835025"
"new_ind_var5_0","f_num_3_sum_num","num_var22_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","num_of_used","abs_f_diff_saldo_var5_30","num_quantile_diff_3","num_var22_hace3","new_num_prcnt","new_ind_group5_sum","n0","var15","num_meses_var5_ult3","sald0_quantile_diff_1","new_num_var30_0","f_diff_num_var22_ult3_num_med_var45_ult3","f_diff_var_15_var_36_less_60","f_diff_var_15_var_38","var38_ratio","0.830469","0.81911","0.81778","0.823476","0.833138","0.828289","0.836705","0.806109","0.832297","0.846552"
"num_var35","num_of_used","saldo_var30","num_var45_ult3","new_num_group5_sum","f_diff_num_var22_ult3_num_med_var45_ult3","var15","f_diff_num_var45_ult13","num_var30","new_num_var30_0","saldo_var5","var38_ratio","f_num_quan_70_sum_saldo","num_quantile_diff_3","f_diff_num_var30_4","ind_comb_rank","nonzerocount.saldo","new_ftr_ult1_ult3_ratio_num_var45","imp_op_var41_comer_ult3","0.829488","0.82884","0.830418","0.816948","0.829018","0.830121","0.838898","0.8266","0.835826","0.849145"
"saldo_medio_var5_hace2","imp_op_var41_ult1","num_var45_hace2","num_of_used","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_less_60","sald0_quantile_diff_3","num_var22_ult1","new_num_sum","var15_ratio","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_var5_saldo_medio_var5_hace2","new_ftr_ult1_ult3_ratio_num_var22","abs_f_diff_saldo_var5_30","num_meses_var5_ult3","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","new_ind_var5_0","new_num_group5_prcnt","0.824959","0.835181","0.819009","0.804759","0.816292","0.823381","0.812481","0.815139","0.815179","0.839575"
