"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","auc1","auc2","auc3","auc4","auc5","auc6","auc7","auc8","auc9","auc10"
"f_diff_var_15_var_36_cutpoint_smaller","f_num_non_zero_sum_ind","new_ind_var30_0","ind_var30","new_ind_var5_0","f_diff_var_15_var_36_less_60","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_ult13","f_num_3_sum_num","n0","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_ratio_num_var5_saldo_var5","new_ftr_ult1_ult3_ratio_num_var45","imp_op_var41_ult1","abs_f_diff_imp_op_var41_efect_comer_ult1","f_num_quan_70_sum_saldo","f_diff_saldo_var5_saldo_medio_var5_ult1","num_var22_hace3","num_var35","0.824964","0.811532","0.809643","0.81704","0.813424","0.800275","0.81212","0.812305","0.820961","0.831795"
"new_ind_0_group5_sum","f_diff_num_var45_ult13","f_diff_saldo_var5_saldo_medio_var5_hace2","f_diff_var_15_var_36_rank","f_diff_saldo_medio_var5_ult13","f_num_quan_70_sum_saldo","num_var5","f_diff_var_15_var_38","num_meses_var5_ult3","saldo_var30","imp_op_var41_efect_ult1","f_diff_var_15_var_36_less_60","num_var45_ult3","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","f_diff_var_15_var_36_cutpoint_smaller","num_var45_hace2","new_ind_var30_0","num_of_used","new_ind_sum","0.839863","0.842016","0.817155","0.826584","0.834824","0.827003","0.82072","0.822984","0.831587","0.828799"
"imp_op_var41_comer_ult1","num_var35","f_ratio_num_var42_saldo_var42","num_var22_ult3","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var30","new_ind_var30_0","abs_f_diff_saldo_medio_var5_ult13","num_var45_hace3","saldo_var8","abs_f_ratio_num_var30_saldo_var30","f_diff_var_15_var_36_less_60","abs_f_diff_num_var30_4","saldo_medio_var5_ult3","var36","f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","num_meses_var5_ult3","var15_ratio","num_of_used","0.838263","0.82235","0.825252","0.814097","0.819221","0.812572","0.827958","0.805896","0.814289","0.833373"
"abs_f_ratio_num_var30_saldo_var30","num_var4","f_diff_num_var22_ult3_num_med_var45_ult3","num_var22_hace2","num_var30","saldo_medio_var5_hace3","f_num_non_zero_sum_ind","ind_var30","saldo_var30","max.saldo","new_ftr_ult1_ult3_ratio_num_var45","saldo_medio_var5_ult1","num_med_var45_ult3","abs_f_ratio_num_var5_saldo_var5","num_var8_0","num_var35","var15","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","var38","0.841671","0.827612","0.837044","0.816858","0.835736","0.828599","0.833881","0.82478","0.823742","0.83902"
"new_ftr_ult1_ult3_ratio_num_var45","new_num_group5_prcnt","num_meses_var5_ult3","num_of_used","max.saldo","abs_f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","new_ind_var30_0","f_diff_var_15_var_36_less_60","num_quantile_diff_3","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","saldo_var30","imp_op_var39_comer_ult3","abs_f_diff_imp_op_var41_efect_comer_ult1","new_ind_var5_0","new_ind_group5_sum","var15","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","0.829928","0.825786","0.826693","0.809922","0.821972","0.809088","0.819386","0.805156","0.817099","0.835475"
"new_num_group5_prcnt","f_ratio_num_var42_saldo_var42","f_diff_saldo_var5_saldo_medio_var5_hace3","var15_ratio","new_num_group5_sum","saldo_var30","saldo_medio_var5_ult3","saldo_medio_var8_ult1","num_var22_hace3","f_num_quan_70_sum_saldo","ind_var5","saldo_medio_var5_hace2","new_num_sum","var38","num_meses_var39_vig_ult3","new_ind_var30_0","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","f_diff_var_15_var_36_cutpoint_smaller","num_var4","0.841019","0.837896","0.83402","0.811054","0.823287","0.825226","0.811488","0.808422","0.829565","0.829617"
"f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_medio_var5_ult13","num_var35","num_quantile_diff_3","var15_ratio","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var42","new_num_var30_0","var38_ratio","saldo_var30","imp_op_var41_efect_ult1","f_num_3_sum_num","new_ftr_ult1_ult3_ratio_saldo_medio_var5","f_diff_num_var30_4","f_diff_var_15_var_36_cutpoint_smaller","saldo_medio_var5_ult3","abs_f_ratio_num_var30_saldo_var30","num_var45_hace2","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","0.842549","0.818761","0.820368","0.826307","0.835866","0.829563","0.818674","0.808215","0.83251","0.840847"
"num_var35","f_diff_imp_op_var41_efect_comer_ult1","f_diff_var_15_var_36_cutpoint_smaller","var15","new_ind_sum","num_var45_hace3","num_med_var22_ult3","var15_ratio","num_var42","new_ind_var5_0","abs_f_diff_num_var30_4","var38_ratio","abs_f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","nonzerocount.saldo","saldo_medio_var5_hace3","new_ind_var30_0","f_num_non_zero_sum_ind","saldo_var42","new_num_group5_prcnt","0.843699","0.841392","0.835998","0.825154","0.835722","0.830621","0.837154","0.806499","0.83405","0.847165"
"f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","f_diff_imp_op_var39_comer_ult13","var15","abs_f_diff_saldo_var5_30","new_ftr_ult1_ult3_ratio_num_var22","new_num_prcnt","f_diff_var_15_larger","n0","new_num_group5_prcnt","abs_f_diff_num_var30_4","saldo_var8","new_ind_var5_0","nonzerocount.num","abs_f_diff_num_var22_ult3_num_med_var45_ult3","num_var30","sald0_quantile_diff_1","new_num_var5_0","f_diff_saldo_medio_var5_8_ult11","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","0.818819","0.819152","0.813366","0.800698","0.820244","0.80427","0.830807","0.816701","0.826027","0.832228"
"saldo_var8","new_ind_sum","new_ind_var30_0","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","saldo_var42","var15_ratio","f_diff_var_15_var_36_less_60","abs_f_diff_num_var30_4","new_ftr_ult1_ult3_ratio_num_var22","f_diff_var_15_var_36_rank","var38_ratio","num_of_used","new_num_group5_prcnt","f_diff_var_15_larger","saldo_var30","num_med_var45_ult3","sald0_quantile_diff_2","ind_var5","n0","0.834549","0.833183","0.827172","0.825403","0.829658","0.81439","0.821448","0.823085","0.831482","0.839005"
"num_var22_ult3","new_ind_group5_sum","abs_f_diff_saldo_var5_saldo_medio_var5_hace2","n0","new_num_sum","num_var22_hace3","new_ftr_ult1_ult3_ratio_num_var45","abs_f_diff_saldo_var5_saldo_medio_var5_hace3","var15","f_diff_var_15_var_38","new_num_prcnt","new_ind_var5_0","num_var4","new_num_var5_0","abs_f_diff_num_var30_4","num_of_used","var15_ratio","num_quantile_diff_3","new_ind_sum","0.838078","0.833903","0.829165","0.820972","0.828942","0.82187","0.827958","0.819225","0.827257","0.839078"
"f_diff_var_15_var_38","num_var4","f_num_3_sum_num","saldo_medio_var5_ult3","num_var30","new_ind_sum","f_diff_var_15_var_36_cutpoint_smaller","f_diff_num_var45_ult13","saldo_var30","saldo_var42","var38_ratio","abs_f_diff_saldo_medio_var5_ult13","ind_var30","abs_f_ratio_num_var5_saldo_var5","new_num_sum","f_num_quan_70_sum_saldo","saldo_medio_var5_hace2","sald0_quantile_diff_1","f_diff_var_15_var_36_less_60","0.817936","0.831365","0.830389","0.809822","0.82836","0.807283","0.814958","0.813166","0.826258","0.83534"
"imp_op_var39_comer_ult1","ind_var5","f_diff_saldo_var5_saldo_medio_var5_ult1","var15","num_var45_ult3","saldo_medio_var5_hace2","abs_f_diff_saldo_medio_var5_hace2_saldo_medio_var5_ult1","abs_f_diff_saldo_medio_var5_ult13","f_diff_var_15_var_38","abs_f_ratio_num_var5_saldo_var5","f_diff_saldo_medio_var5_hace3_saldo_medio_var5_ult3","imp_op_var39_comer_ult3","imp_op_var39_ult1","f_num_non_zero_sum_ind","new_num_var30_0","ind_comb_rank","saldo_medio_var5_ult3","abs_f_diff_saldo_var5_30","new_num_prcnt","0.822309","0.841714","0.809261","0.824898","0.835833","0.82891","0.838149","0.823652","0.834789","0.840031"
