Rounds,Depth,mcw,r_sample,c_sample,eta,scale_pos_weight,auc_max,std,best_round
3000,4,1,0.8,0.5,0.005,2,0.8411972,0.0145708,1521.83333333333
3000,4,1,0.8,0.5,0.005,3,0.8411472,0.014536,1517
3000,4,1,0.8,0.6,0.05,1,0.8406268,0.014486,180
3000,4,1,0.8,0.6,0.05,2,0.8409772,0.01461,175.6
3000,4,1,0.8,0.6,0.05,3,0.8407628,0.0140406,174.4
3000,4,1,0.8,0.6,0.01,1,0.8412492,0.0149164,916.6
3000,4,1,0.8,0.6,0.01,2,0.8408536,0.0147672,796.6
3000,4,1,0.8,0.6,0.01,3,0.841212,0.0144748,1034.16666666667
3000,4,1,0.8,0.6,0.005,1,0.8412598,0.0147196,1767.8
3000,4,1,0.8,0.6,0.005,2,0.8411702,0.0146754,1669.2
3000,4,1,0.8,0.6,0.005,3,0.8410846,0.014663,1659.83333333333
3000,4,1,0.8,0.7,0.05,1,0.8405056,0.0146092,218.6
3000,4,1,0.8,0.7,0.05,2,0.8408708,0.0145364,169.8
3000,4,1,0.8,0.7,0.05,3,0.840511,0.0141464,139.2
3000,4,1,0.8,0.7,0.01,1,0.8413996,0.0148212,993.2
3000,4,1,0.8,0.7,0.01,2,0.8410834,0.014424,899.4
3000,4,1,0.8,0.7,0.01,3,0.8411936,0.0144686,927
3000,4,1,0.8,0.7,0.005,1,0.8411526,0.0148442,1727.6
3000,4,1,0.8,0.7,0.005,2,0.8409852,0.0147216,1666.85714285714
3000,4,1,0.8,0.7,0.005,3,0.8409588,0.0147064,1562.66666666667
3000,4,2,0.6,0.5,0.05,1,0.8403598,0.01472,142
3000,4,2,0.6,0.5,0.05,2,0.840325,0.0142774,161.6
3000,4,2,0.6,0.5,0.05,3,0.840835,0.0145106,151.4
3000,4,2,0.6,0.5,0.01,1,0.8415138,0.0150202,978.428571428571
3000,4,2,0.6,0.5,0.01,2,0.8415214,0.0147014,1008.8
3000,4,2,0.6,0.5,0.01,3,0.8411604,0.0148496,789.6
3000,4,2,0.6,0.5,0.005,1,0.8415962,0.0148734,1754.6
3000,4,2,0.6,0.5,0.005,2,0.8416242,0.0145678,1641.16666666667
3000,4,2,0.6,0.5,0.005,3,0.841698,0.0142016,1580.8
3000,4,2,0.6,0.6,0.05,1,0.8406422,0.0150058,182.5
3000,4,2,0.6,0.6,0.05,2,0.8401548,0.0150476,146
3000,4,2,0.6,0.6,0.05,3,0.840467,0.014653,181
3000,4,2,0.6,0.6,0.01,1,0.841019,0.0149898,1007
3000,4,2,0.6,0.6,0.01,2,0.8407048,0.0149672,650.8
3000,4,2,0.6,0.6,0.01,3,0.8410552,0.0146218,700.6
3000,4,2,0.6,0.6,0.005,1,0.841399,0.0147578,1590.4
3000,4,2,0.6,0.6,0.005,2,0.8415424,0.0145584,1715.4
3000,4,2,0.6,0.6,0.005,3,0.8413062,0.0143144,1482.66666666667
3000,4,2,0.6,0.7,0.05,1,0.8403508,0.0151708,190.833333333333
3000,4,2,0.6,0.7,0.05,2,0.8402122,0.014994,182.6
3000,4,2,0.6,0.7,0.05,3,0.8403624,0.0148506,123.2
3000,4,2,0.6,0.7,0.01,1,0.8412626,0.0148818,1003.8
3000,4,2,0.6,0.7,0.01,2,0.8411194,0.0149274,799.5
3000,4,2,0.6,0.7,0.01,3,0.8410546,0.0149802,801.6
3000,4,2,0.6,0.7,0.005,1,0.8415514,0.0149664,1730.75
3000,4,2,0.6,0.7,0.005,2,0.8415074,0.0148168,1646.5
3000,4,2,0.6,0.7,0.005,3,0.8414772,0.0146708,1758.8
3000,4,2,0.7,0.5,0.05,1,0.8406016,0.0144894,175.2
3000,4,2,0.7,0.5,0.05,2,0.8406776,0.0143766,160.2
3000,4,2,0.7,0.5,0.05,3,0.8408866,0.014387,231.2
3000,4,2,0.7,0.5,0.01,1,0.8413386,0.0145806,1044.8
3000,4,2,0.7,0.5,0.01,2,0.8411672,0.0145818,768.285714285714
3000,4,2,0.7,0.5,0.01,3,0.8416206,0.0145128,998.666666666667
3000,4,2,0.7,0.5,0.005,1,0.8414584,0.0147434,1715.83333333333
3000,4,2,0.7,0.5,0.005,2,0.8415998,0.014416,1714.2
3000,4,2,0.7,0.5,0.005,3,0.8413282,0.0145216,1459.4
3000,4,2,0.7,0.6,0.05,1,0.8407398,0.0142772,228.6
3000,4,2,0.7,0.6,0.05,2,0.8405178,0.0147086,199
3000,4,2,0.7,0.6,0.05,3,0.8404784,0.0147034,163
3000,4,2,0.7,0.6,0.01,1,0.8411718,0.0147962,986.8
3000,4,2,0.7,0.6,0.01,2,0.841296,0.0150138,914.428571428571
3000,4,2,0.7,0.6,0.01,3,0.841238,0.0148098,881.6
3000,4,2,0.7,0.6,0.005,1,0.841485,0.0148668,1733.66666666667
3000,4,2,0.7,0.6,0.005,2,0.8412792,0.0147694,1413.6
3000,4,2,0.7,0.6,0.005,3,0.8413826,0.0147816,1768.28571428571
3000,4,2,0.7,0.7,0.05,1,0.8407356,0.0149462,168.4
3000,4,2,0.7,0.7,0.05,2,0.8405694,0.014439,165.4
3000,4,2,0.7,0.7,0.05,3,0.8404072,0.0143524,164
3000,4,2,0.7,0.7,0.01,1,0.8414336,0.0146624,999
3000,4,2,0.7,0.7,0.01,2,0.8412952,0.0150654,912.142857142857
3000,4,2,0.7,0.7,0.01,3,0.8407206,0.0147776,712
3000,4,2,0.7,0.7,0.005,1,0.8413578,0.0148628,1717
3000,4,2,0.7,0.7,0.005,2,0.841502,0.0149242,1675.66666666667
3000,4,2,0.7,0.7,0.005,3,0.8411072,0.0149674,1381.71428571429
3000,4,2,0.8,0.5,0.05,1,0.8405366,0.0144506,199.2
3000,4,2,0.8,0.5,0.05,2,0.8402192,0.0145096,162.2
3000,4,2,0.8,0.5,0.05,3,0.840508,0.014143,154.8
3000,4,2,0.8,0.5,0.01,1,0.841227,0.0144746,899.8
3000,4,2,0.8,0.5,0.01,2,0.8413378,0.0143692,880.4
3000,4,2,0.8,0.5,0.01,3,0.8410578,0.014492,776.166666666667
3000,4,2,0.8,0.5,0.005,1,0.841601,0.0147912,2017.5
3000,4,2,0.8,0.5,0.005,2,0.8412282,0.0145412,1551.33333333333
3000,4,2,0.8,0.5,0.005,3,0.8412114,0.014602,1489.16666666667
3000,4,2,0.8,0.6,0.05,1,0.8406874,0.014563,183
3000,4,2,0.8,0.6,0.05,2,0.841009,0.0147126,177.2
3000,4,2,0.8,0.6,0.05,3,0.8408654,0.0135508,193
3000,4,2,0.8,0.6,0.01,1,0.8410992,0.0149404,890.6
3000,4,2,0.8,0.6,0.01,2,0.8412632,0.0145656,1121.4
3000,4,2,0.8,0.6,0.01,3,0.8411388,0.0145358,825.5
3000,4,2,0.8,0.6,0.005,1,0.8412868,0.0149708,1826.33333333333
3000,4,2,0.8,0.6,0.005,2,0.8412278,0.014732,1666.33333333333
3000,4,2,0.8,0.6,0.005,3,0.8412854,0.0145884,1790.6
3000,4,2,0.8,0.7,0.05,1,0.8407796,0.0149666,179.8
3000,4,2,0.8,0.7,0.05,2,0.8409964,0.0144496,176.2
3000,4,2,0.8,0.7,0.05,3,0.8405286,0.014141,169.8
3000,4,2,0.8,0.7,0.01,1,0.8411158,0.0148974,883.4
3000,4,2,0.8,0.7,0.01,2,0.8411416,0.0146148,903.833333333333
3000,4,2,0.8,0.7,0.01,3,0.841295,0.0146652,899.4
3000,4,2,0.8,0.7,0.005,1,0.8410068,0.0149996,1724.5
3000,4,2,0.8,0.7,0.005,2,0.8410794,0.0148224,1727.4
3000,4,2,0.8,0.7,0.005,3,0.8410058,0.0147218,1557.33333333333
3000,5,0.5,0.6,0.5,0.05,1,0.8411878,0.0137964,138.6
3000,5,0.5,0.6,0.5,0.05,2,0.8406492,0.0137424,134.6
3000,5,0.5,0.6,0.5,0.05,3,0.8409144,0.0139802,134
3000,5,0.5,0.6,0.5,0.01,1,0.8414722,0.0144102,637
3000,5,0.5,0.6,0.5,0.01,2,0.8414662,0.0138934,580.8
3000,5,0.5,0.6,0.5,0.01,3,0.8411328,0.0139762,586.2
3000,5,0.5,0.6,0.5,0.005,1,0.8418184,0.0142896,1371
3000,5,0.5,0.6,0.5,0.005,2,0.8420608,0.0141738,1336.2
3000,5,0.5,0.6,0.5,0.005,3,0.8419968,0.0140834,1250.2
3000,5,0.5,0.6,0.6,0.05,1,0.841139,0.0144034,138.2
3000,5,0.5,0.6,0.6,0.05,2,0.8404424,0.0144172,137.8
3000,5,0.5,0.6,0.6,0.05,3,0.8407332,0.0151202,111.333333333333
3000,5,0.5,0.6,0.6,0.01,1,0.8414352,0.0145676,701.333333333333
3000,5,0.5,0.6,0.6,0.01,2,0.84159,0.0140196,642.4
3000,5,0.5,0.6,0.6,0.01,3,0.8413744,0.0139464,579.5
3000,5,0.5,0.6,0.6,0.005,1,0.842033,0.0140284,1534.83333333333
3000,5,0.5,0.6,0.6,0.005,2,0.8419688,0.014179,1339.2
3000,5,0.5,0.6,0.6,0.005,3,0.841815,0.0141716,1233.5
3000,5,0.5,0.6,0.7,0.05,1,0.8408868,0.014692,137.4
3000,5,0.5,0.6,0.7,0.05,2,0.8410286,0.015039,114.6
3000,5,0.5,0.6,0.7,0.05,3,0.8404948,0.0138638,117.8
3000,5,0.5,0.6,0.7,0.01,1,0.8414504,0.0144294,691.8
3000,5,0.5,0.6,0.7,0.01,2,0.8415182,0.0142584,643.714285714286
3000,5,0.5,0.6,0.7,0.01,3,0.8412702,0.014034,574
3000,5,0.5,0.6,0.7,0.005,1,0.841865,0.0143334,1395.6
3000,5,0.5,0.6,0.7,0.005,2,0.8418714,0.0141664,1341.125
3000,5,0.5,0.6,0.7,0.005,3,0.8415672,0.0142342,1046.75
3000,5,0.5,0.7,0.5,0.05,1,0.8409336,0.0142996,150
3000,5,0.5,0.7,0.5,0.05,2,0.840676,0.013923,127.4
3000,5,0.5,0.7,0.5,0.05,3,0.8408978,0.0144382,128.6
3000,5,0.5,0.7,0.5,0.01,1,0.8415796,0.014208,783.6
3000,5,0.5,0.7,0.5,0.01,2,0.8413716,0.014026,644.5
3000,5,0.5,0.7,0.5,0.01,3,0.8411852,0.0139622,635.4
3000,5,0.5,0.7,0.5,0.005,1,0.8418744,0.0141428,1543
3000,5,0.5,0.7,0.5,0.005,2,0.8420026,0.0139624,1367.2
3000,5,0.5,0.7,0.5,0.005,3,0.841795,0.0141498,1300.6
3000,5,0.5,0.7,0.6,0.05,1,0.841254,0.0143216,148
3000,5,0.5,0.7,0.6,0.05,2,0.8406684,0.0132326,125
3000,5,0.5,0.7,0.6,0.05,3,0.8403334,0.0140048,122.2
3000,5,0.5,0.7,0.6,0.01,1,0.8417874,0.0140884,891.2
3000,5,0.5,0.7,0.6,0.01,2,0.8415678,0.0141384,714.4
3000,5,0.5,0.7,0.6,0.01,3,0.8411818,0.0141066,670.6
3000,5,0.5,0.7,0.6,0.005,1,0.8419118,0.0141108,1364.2
3000,5,0.5,0.7,0.6,0.005,2,0.8418554,0.0141236,1297.5
3000,5,0.5,0.7,0.6,0.005,3,0.8416912,0.0140448,1294.83333333333
3000,5,0.5,0.7,0.7,0.05,1,0.8410132,0.0145074,135
3000,5,0.5,0.7,0.7,0.05,2,0.8406118,0.0146298,125.4
3000,5,0.5,0.7,0.7,0.05,3,0.8404796,0.0146844,100.6
3000,5,0.5,0.7,0.7,0.01,1,0.8418128,0.0140808,885.8
3000,5,0.5,0.7,0.7,0.01,2,0.841372,0.0143296,785.6
3000,5,0.5,0.7,0.7,0.01,3,0.8409862,0.0143708,493
3000,5,0.5,0.7,0.7,0.005,1,0.8416486,0.0141486,1377.6
3000,5,0.5,0.7,0.7,0.005,2,0.841749,0.014347,1391.6
3000,5,0.5,0.7,0.7,0.005,3,0.8415412,0.014284,1327.6
3000,5,0.5,0.8,0.5,0.05,1,0.8412398,0.0138626,181
3000,5,0.5,0.8,0.5,0.05,2,0.8409946,0.0136936,140.833333333333
3000,5,0.5,0.8,0.5,0.05,3,0.8407938,0.0139436,121.2
3000,5,0.5,0.8,0.5,0.01,1,0.8416662,0.0141704,776.666666666667
3000,5,0.5,0.8,0.5,0.01,2,0.8414476,0.0140464,571.2
3000,5,0.5,0.8,0.5,0.01,3,0.841171,0.0138984,541.4
3000,5,0.5,0.8,0.5,0.005,1,0.8417754,0.0142892,1480.42857142857
3000,5,0.5,0.8,0.5,0.005,2,0.8416606,0.0141828,1368
3000,5,0.5,0.8,0.5,0.005,3,0.8416078,0.014159,1263.8
3000,5,0.5,0.8,0.6,0.05,1,0.8412656,0.0139474,169.8
3000,5,0.5,0.8,0.6,0.05,2,0.8405444,0.0145846,120.6
3000,5,0.5,0.8,0.6,0.05,3,0.8408824,0.0135486,124.8
3000,5,0.5,0.8,0.6,0.01,1,0.8412954,0.0143026,736.4
3000,5,0.5,0.8,0.6,0.01,2,0.8410916,0.014188,584.4
3000,5,0.5,0.8,0.6,0.01,3,0.8412152,0.0139632,572
3000,5,0.5,0.8,0.6,0.005,1,0.8418492,0.014135,1514.14285714286
3000,5,0.5,0.8,0.6,0.005,2,0.8415146,0.0143464,1411.6
3000,5,0.5,0.8,0.6,0.005,3,0.8412812,0.0142596,1265.6
3000,5,0.5,0.8,0.7,0.05,1,0.8412256,0.0141154,170.2
3000,5,0.5,0.8,0.7,0.05,2,0.8408716,0.014077,122
3000,5,0.5,0.8,0.7,0.05,3,0.8402916,0.0143612,120.333333333333
3000,5,0.5,0.8,0.7,0.01,1,0.8412754,0.0139792,868.4
3000,5,0.5,0.8,0.7,0.01,2,0.8413316,0.0142418,843.4
3000,5,0.5,0.8,0.7,0.01,3,0.841128,0.0142462,579
3000,5,0.5,0.8,0.7,0.005,1,0.8416294,0.014192,1514
3000,5,0.5,0.8,0.7,0.005,2,0.8412348,0.0144006,1296
3000,5,0.5,0.8,0.7,0.005,3,0.841198,0.014225,1294
3000,5,1,0.6,0.5,0.05,1,0.8414042,0.01417,138.5
3000,5,1,0.6,0.5,0.05,2,0.8408918,0.013878,131.8
3000,5,1,0.6,0.5,0.05,3,0.8407016,0.0143,136.2
3000,5,1,0.6,0.5,0.01,1,0.8417784,0.0147278,819
3000,5,1,0.6,0.5,0.01,2,0.841843,0.01405,693.666666666667
3000,5,1,0.6,0.5,0.01,3,0.8412936,0.0139928,579.2
3000,5,1,0.6,0.5,0.005,1,0.8417526,0.0143818,1294
3000,5,1,0.6,0.5,0.005,2,0.8420436,0.0141802,1311
3000,5,1,0.6,0.5,0.005,3,0.8419736,0.0142932,1290.4
3000,5,1,0.6,0.6,0.05,1,0.8407102,0.0141682,133.4
3000,5,1,0.6,0.6,0.05,2,0.840698,0.0144582,130
3000,5,1,0.6,0.6,0.05,3,0.8406688,0.0148024,121.166666666667
3000,5,1,0.6,0.6,0.01,1,0.8415402,0.0144524,713.6
3000,5,1,0.6,0.6,0.01,2,0.8417422,0.0142618,643.8
3000,5,1,0.6,0.6,0.01,3,0.8414676,0.0138878,578
3000,5,1,0.6,0.6,0.005,1,0.8418344,0.0142816,1305.8
3000,5,1,0.6,0.6,0.005,2,0.8420898,0.0142232,1295
3000,5,1,0.6,0.6,0.005,3,0.841902,0.0141528,1332
3000,5,1,0.6,0.7,0.05,1,0.8411456,0.0150184,139
3000,5,1,0.6,0.7,0.05,2,0.8401064,0.014982,112
3000,5,1,0.6,0.7,0.05,3,0.840541,0.0146634,119.2
3000,5,1,0.6,0.7,0.01,1,0.8415128,0.01475,774
3000,5,1,0.6,0.7,0.01,2,0.841698,0.014406,646.2
3000,5,1,0.6,0.7,0.01,3,0.841273,0.014056,577.5
3000,5,1,0.6,0.7,0.005,1,0.8420112,0.014564,1493.2
3000,5,1,0.6,0.7,0.005,2,0.8419532,0.014217,1336.2
3000,5,1,0.6,0.7,0.005,3,0.8416332,0.0142234,1042.85714285714
3000,5,1,0.7,0.5,0.05,1,0.841224,0.0140992,151
3000,5,1,0.7,0.5,0.05,2,0.8409288,0.0140294,106.4
3000,5,1,0.7,0.5,0.05,3,0.840871,0.0141026,123.2
3000,5,1,0.7,0.5,0.01,1,0.841613,0.0142412,775.285714285714
3000,5,1,0.7,0.5,0.01,2,0.8416224,0.0140654,662.2
3000,5,1,0.7,0.5,0.01,3,0.8414356,0.013891,713.2
3000,5,1,0.7,0.5,0.005,1,0.841929,0.0142892,1377.71428571429
3000,5,1,0.7,0.5,0.005,2,0.8419962,0.0140648,1301.5
3000,5,1,0.7,0.5,0.005,3,0.8416652,0.014135,1298.66666666667
3000,5,1,0.7,0.6,0.05,1,0.8412438,0.013921,161
