scale_pos_weight,auc_max,std,best_round
0.5,0.840238666666667,0.0115206666666667,90.6666666666667
1,0.840324333333333,0.0158133333333333,82.6666666666667
2,0.841128,0.00828466666666667,92
3,0.840379666666667,0.0127046666666667,111.333333333333
4,0.840162333333333,0.0114256666666667,82
