Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
3,0.5,0.6,0.4,0.016,4,0.2,0.8400314,0.0040784,848.625
3,1,0.6,0.4,0.016,4,0.2,0.839499,0.0064344,781.2
3,2,0.6,0.4,0.016,4,0.2,0.8398796,0.0046668,860.4
3,3,0.6,0.4,0.016,4,0.2,0.8406952,0.0043246,871
3,4,0.6,0.4,0.016,4,0.2,0.8404804,0.0033056,914
4,0.5,0.6,0.4,0.016,4,0.2,0.8408342,0.0017138,509.333333333333
4,1,0.6,0.4,0.016,4,0.2,0.8418314,0.0075312,546
4,2,0.6,0.4,0.016,4,0.2,0.8412434,0.0080202,586.6
4,3,0.6,0.4,0.016,4,0.2,0.8406596,0.0061858,590.2
4,4,0.6,0.4,0.016,4,0.2,0.840642,0.0084696,567.8
5,0.5,0.6,0.4,0.016,4,0.2,0.8397118,0.0074714,274.5
5,1,0.6,0.4,0.016,4,0.2,0.8403914,0.0062892,397.6
5,2,0.6,0.4,0.016,4,0.2,0.8401254,0.0049064,421.4
5,3,0.6,0.4,0.016,4,0.2,0.840787,0.0065806,368.8
5,4,0.6,0.4,0.016,4,0.2,0.8408078,0.0030446,367
6,0.5,0.6,0.4,0.016,4,0.2,0.8399422,0.0119592,279.285714285714
6,1,0.6,0.4,0.016,4,0.2,0.8409624,0.0068306,293
6,2,0.6,0.4,0.016,4,0.2,0.8404118,0.0104232,279.2
6,3,0.6,0.4,0.016,4,0.2,0.841163,0.006483,298.4
6,4,0.6,0.4,0.016,4,0.2,0.8403942,0.0106238,316
