Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
5,10,0.75,0.37,0.02,1,0.9,0.8415744,0.013838,462.333333333333
5,10,0.75,0.39,0.02,1,0.9,0.8409596,0.0095696,390.2
5,10,0.75,0.41,0.02,1,0.9,0.8410952,0.0096462,346.8
5,10,0.75,0.43,0.02,1,0.9,0.842168,0.0084546,391.2
5,10,0.75,0.45,0.02,1,0.9,0.8424362,0.0066432,384
5,10,0.75,0.47,0.02,1,0.9,0.8414402,0.0108626,418.2
5,10,0.75,0.49,0.02,1,0.9,0.8417168,0.0065306,427.6
5,10,0.75,0.51,0.02,1,0.9,0.8412444,0.008887,388.8
5,10,0.75,0.53,0.02,1,0.9,0.8422214,0.0103982,478.6
5,10,0.75,0.55,0.02,1,0.9,0.841457,0.0057284,391.333333333333
5,10,0.8,0.35,0.02,1,0.9,0.841279,0.0121572,398.4
5,10,0.8,0.37,0.02,1,0.9,0.841746,0.0078476,472.666666666667
5,10,0.8,0.39,0.02,1,0.9,0.8415778,0.0073956,493.2
5,10,0.8,0.41,0.02,1,0.9,0.8421568,0.009714,438
5,10,0.8,0.43,0.02,1,0.9,0.841845,0.0064952,379.8
5,10,0.8,0.45,0.02,1,0.9,0.8410158,0.0060702,422.6
5,10,0.8,0.47,0.02,1,0.9,0.8409916,0.0099218,392.2
5,10,0.8,0.49,0.02,1,0.9,0.8415118,0.0040646,444.2
5,10,0.8,0.51,0.02,1,0.9,0.841371,0.008622,388
5,10,0.8,0.53,0.02,1,0.9,0.8422126,0.0106758,399.8
5,10,0.8,0.55,0.02,1,0.9,0.8417492,0.0081804,447.6
