Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
5,10,0.5,0.35,0.02,1,0.9,0.8417394,0.0091114,493
5,10,0.5,0.37,0.02,1,0.9,0.8421892,0.0090532,420
5,10,0.5,0.39,0.02,1,0.9,0.8412448,0.011797,485
5,10,0.5,0.41,0.02,1,0.9,0.840835,0.011449,448.4
5,10,0.5,0.43,0.02,1,0.9,0.8413906,0.0092566,398.6
5,10,0.5,0.45,0.02,1,0.9,0.8409348,0.0102712,494
5,10,0.5,0.47,0.02,1,0.9,0.8407212,0.005164,397.6
5,10,0.5,0.49,0.02,1,0.9,0.8408402,0.0056466,382
5,10,0.5,0.51,0.02,1,0.9,0.8413422,0.0087316,381
5,10,0.5,0.53,0.02,1,0.9,0.8412882,0.0067598,385.8
5,10,0.5,0.55,0.02,1,0.9,0.840428,0.0095784,358
5,10,0.55,0.35,0.02,1,0.9,0.841608,0.0079992,412.6
5,10,0.55,0.37,0.02,1,0.9,0.8409318,0.0076326,432
5,10,0.55,0.39,0.02,1,0.9,0.8410462,0.0102272,333.4
5,10,0.55,0.41,0.02,1,0.9,0.8400426,0.0106566,371.8
5,10,0.55,0.43,0.02,1,0.9,0.841909,0.0096966,468.4
5,10,0.55,0.45,0.02,1,0.9,0.8406902,0.0075392,413.2
5,10,0.55,0.47,0.02,1,0.9,0.8421728,0.006311,492.833333333333
5,10,0.55,0.49,0.02,1,0.9,0.8414158,0.007664,442
5,10,0.55,0.51,0.02,1,0.9,0.8413984,0.0056214,415.6
5,10,0.55,0.53,0.02,1,0.9,0.8416138,0.0116674,419.4
5,10,0.55,0.55,0.02,1,0.9,0.8399616,0.0110494,342.8
5,10,0.6,0.35,0.02,1,0.9,0.842101,0.0062924,485
5,10,0.6,0.37,0.02,1,0.9,0.841719,0.0088988,406.4
5,10,0.6,0.39,0.02,1,0.9,0.8410216,0.0100324,442
5,10,0.6,0.41,0.02,1,0.9,0.8418568,0.0120594,487.4
5,10,0.6,0.43,0.02,1,0.9,0.8409012,0.004437,377.4
5,10,0.6,0.45,0.02,1,0.9,0.8418446,0.0079796,458
5,10,0.6,0.47,0.02,1,0.9,0.8409208,0.009202,386
5,10,0.6,0.49,0.02,1,0.9,0.8411486,0.0065688,462.6
5,10,0.6,0.51,0.02,1,0.9,0.8418424,0.0104978,348.833333333333
5,10,0.6,0.53,0.02,1,0.9,0.8412248,0.0092268,407.2
5,10,0.6,0.55,0.02,1,0.9,0.8412322,0.012484,467.2
5,10,0.65,0.35,0.02,1,0.9,0.8415206,0.009235,429.2
5,10,0.65,0.37,0.02,1,0.9,0.8411868,0.0152318,355.8
5,10,0.65,0.39,0.02,1,0.9,0.8413038,0.008413,416.6
5,10,0.65,0.41,0.02,1,0.9,0.841739,0.010245,401.4
5,10,0.65,0.43,0.02,1,0.9,0.8407628,0.009255,424.2
5,10,0.65,0.45,0.02,1,0.9,0.8411844,0.011494,426
5,10,0.65,0.47,0.02,1,0.9,0.841239,0.0055448,405
5,10,0.65,0.49,0.02,1,0.9,0.8417674,0.0062566,472.6
5,10,0.65,0.51,0.02,1,0.9,0.8411278,0.012381,375.2
5,10,0.65,0.53,0.02,1,0.9,0.8410582,0.0081652,453.2
5,10,0.65,0.55,0.02,1,0.9,0.841989,0.0081576,473.2
5,10,0.7,0.35,0.02,1,0.9,0.8414772,0.0140024,423.2
5,10,0.7,0.37,0.02,1,0.9,0.8410772,0.0078296,425.4
5,10,0.7,0.39,0.02,1,0.9,0.8414234,0.0087552,418.6
5,10,0.7,0.41,0.02,1,0.9,0.841629,0.00458,434.2
5,10,0.7,0.43,0.02,1,0.9,0.842784,0.0071744,434.833333333333
5,10,0.7,0.45,0.02,1,0.9,0.8410704,0.0073848,373
5,10,0.7,0.47,0.02,1,0.9,0.8410682,0.0088172,392.8
5,10,0.7,0.49,0.02,1,0.9,0.841662,0.0071164,458.6
5,10,0.7,0.51,0.02,1,0.9,0.8419782,0.008351,475
5,10,0.7,0.53,0.02,1,0.9,0.841576,0.0127342,413.2
5,10,0.7,0.55,0.02,1,0.9,0.841851,0.0085252,439.6
5,10,0.75,0.35,0.02,1,0.9,0.8418324,0.0120028,492.4
