scale_pos_weight,auc_max,std,best_round
0.5,0.842071666666667,0.0137696666666667,678.75
1,0.841598333333333,0.0115773333333333,563.333333333333
2,0.841969,0.00917233333333333,489.333333333333
3,0.842219666666667,0.0105713333333333,602.666666666667
4,0.841451666666667,0.007643,594.666666666667
