eta,auc_max,std,best_round
0.01,0.841676333333333,0.00693966666666667,905
0.012,0.841815,0.0105763333333333,813
0.014,0.841065333333333,0.010534,626.666666666667
0.016,0.841819333333333,0.0123063333333333,499.666666666667
0.018,0.842211333333333,0.010894,487
0.02,0.841367666666667,0.00572433333333333,513.666666666667
0.022,0.841802666666667,0.0105543333333333,456.333333333333
0.024,0.841731333333333,0.0118136666666667,439
