scale_pos_weight,auc_max,std,best_round
0.5,0.842036333333333,0.00979466666666667,98.3333333333333
1,0.840762666666667,0.0158936666666667,91
2,0.839757666666667,0.00530866666666667,67.6666666666667
3,0.840710666666667,0.004812,89.3333333333333
4,0.840574,0.0132823333333333,74.3333333333333
