eta,auc_max,std,best_round
0.01,0.842429666666667,0.012608,659.333333333333
0.012,0.842272333333333,0.00664033333333333,532.333333333333
0.014,0.842431333333333,0.00993933333333333,461.333333333333
0.016,0.842121333333333,0.0113473333333333,474.333333333333
0.018,0.842717666666667,0.0139826666666667,404.333333333333
0.02,0.842433666666667,0.0119653333333333,307.666666666667
0.022,0.84229,0.00708666666666667,327
0.024,0.842384666666667,0.0157576666666667,279
