r_sample,c_sample,auc_max,std,best_round
0.5,0.4,0.840023,0.0110376666666667,76.6666666666667
0.5,0.45,0.840418666666667,0.012388,56.3333333333333
0.5,0.5,0.841317666666667,0.00918533333333333,63.6666666666667
0.5,0.55,0.840149333333333,0.0123273333333333,76.6666666666667
0.5,0.6,0.841182,0.00937933333333333,69.6666666666667
0.5,0.65,0.839237666666667,0.009088,68
0.5,0.7,0.839457666666667,0.010819,56.6666666666667
0.5,0.75,0.840893666666667,0.013286,70
0.5,0.8,0.84133,0.0124823333333333,61.6666666666667
0.55,0.4,0.840789666666667,0.011372,68
0.55,0.45,0.839903,0.0104676666666667,57
0.55,0.5,0.840828666666667,0.015766,64
0.55,0.55,0.841266333333333,0.014793,68
0.55,0.6,0.839236666666667,0.0137613333333333,68.3333333333333
0.55,0.65,0.841429666666667,0.00985033333333333,65.3333333333333
0.55,0.7,0.841091666666667,0.009536,73.3333333333333
0.55,0.75,0.840859,0.013577,70.6666666666667
0.55,0.8,0.840894666666667,0.0122066666666667,62.3333333333333
0.6,0.4,0.840846,0.0103606666666667,83.6666666666667
0.6,0.45,0.840434,0.00873033333333333,65
0.6,0.5,0.840451666666667,0.0118626666666667,57
0.6,0.55,0.839604,0.01121,59
0.6,0.6,0.841171666666667,0.007331,86
0.6,0.65,0.840609,0.00723566666666667,66
0.6,0.7,0.839974,0.0106433333333333,70
0.6,0.75,0.839958666666667,0.00781966666666667,65.3333333333333
0.6,0.8,0.840012,0.008525,67.6666666666667
0.65,0.4,0.840903,0.00874066666666667,75.6666666666667
0.65,0.45,0.840887666666667,0.0110303333333333,68.3333333333333
0.65,0.5,0.839897666666667,0.0120936666666667,57.6666666666667
0.65,0.55,0.839511666666667,0.00826966666666667,67
0.65,0.6,0.839628666666667,0.00783333333333333,81.6666666666667
0.65,0.65,0.840396,0.00857266666666667,70
0.65,0.7,0.839997333333333,0.00827933333333333,65.3333333333333
0.65,0.75,0.841095,0.012663,67.3333333333333
0.65,0.8,0.840475333333333,0.015616,60.3333333333333
0.7,0.4,0.841890333333333,0.00947566666666667,73.6666666666667
0.7,0.45,0.841569,0.013787,76.6666666666667
0.7,0.5,0.841087666666667,0.0133726666666667,93
0.7,0.55,0.840011333333333,0.0123186666666667,80.6666666666667
0.7,0.6,0.840276666666667,0.0116206666666667,87.6666666666667
0.7,0.65,0.841111333333333,0.0100746666666667,83
0.7,0.7,0.840504,0.010768,83
0.7,0.75,0.840911333333333,0.0108643333333333,77.3333333333333
0.7,0.8,0.840422,0.009606,70.6666666666667
0.75,0.4,0.840933,0.009044,83
0.75,0.45,0.840103666666667,0.007994,67.6666666666667
0.75,0.5,0.839341666666667,0.0107106666666667,57
0.75,0.55,0.840968,0.010207,75.6666666666667
0.75,0.6,0.839554,0.006536,67.6666666666667
0.75,0.65,0.840375333333333,0.0126003333333333,59.3333333333333
0.75,0.7,0.840177333333333,0.00953966666666667,65
0.75,0.75,0.840905666666667,0.00706733333333333,72
0.75,0.8,0.840607666666667,0.0156603333333333,63
0.8,0.4,0.841141333333333,0.012609,82.6666666666667
0.8,0.45,0.841505666666667,0.010654,58
0.8,0.5,0.841095333333333,0.00769766666666667,91
0.8,0.55,0.841071,0.014644,66.6666666666667
0.8,0.6,0.840369666666667,0.00596,78.6666666666667
0.8,0.65,0.840528666666667,0.007277,69
0.8,0.7,0.840899333333333,0.012811,80
0.8,0.75,0.839705666666667,0.00929066666666667,66.3333333333333
0.8,0.8,0.841018333333333,0.0125276666666667,73.3333333333333
