Rounds,Depth,r_sample,c_sample,eta,scale_pos_weight,auc_max,best_round
500,6,0.85,0.75,0.01,1,0.841523,500
500,6,0.85,0.75,0.01,10,0.841079,280
500,6,0.85,0.75,0.01,24.2726063829787,0.839603,277
500,6,0.85,0.75,0.005,0.8,0.835963,500
500,6,0.85,0.75,0.005,1,0.837155,500
500,6,0.85,0.75,0.005,10,0.840947,479
500,6,0.85,0.75,0.005,24.2726063829787,0.839363,495
500,6,0.85,0.8,0.05,0.8,0.840659,137
500,6,0.85,0.8,0.05,1,0.841523,116
500,6,0.85,0.8,0.05,10,0.839947,46
500,6,0.85,0.8,0.05,24.2726063829787,0.838737,69
500,6,0.85,0.8,0.01,0.8,0.841156,500
500,6,0.85,0.8,0.01,1,0.841261,500
500,6,0.85,0.8,0.01,10,0.840757,278
500,6,0.85,0.8,0.01,24.2726063829787,0.839585,272
500,6,0.85,0.8,0.005,0.8,0.836227,500
500,6,0.85,0.8,0.005,1,0.83746,500
500,6,0.85,0.8,0.005,10,0.840696,492
500,6,0.85,0.8,0.005,24.2726063829787,0.839273,496
500,6,0.85,0.85,0.05,0.8,0.840408,137
500,6,0.85,0.85,0.05,1,0.840828,119
500,6,0.85,0.85,0.05,10,0.839889,69
500,6,0.85,0.85,0.05,24.2726063829787,0.838708,74
500,6,0.85,0.85,0.01,0.8,0.841135,500
500,6,0.85,0.85,0.01,1,0.841185,500
500,6,0.85,0.85,0.01,10,0.840797,278
500,6,0.85,0.85,0.01,24.2726063829787,0.839088,276
500,6,0.85,0.85,0.005,0.8,0.836458,500
500,6,0.85,0.85,0.005,1,0.837319,500
500,6,0.85,0.85,0.005,10,0.840591,483
500,6,0.85,0.85,0.005,24.2726063829787,0.839012,496
500,7,0.65,0.75,0.05,0.8,0.840746,120
500,7,0.65,0.75,0.05,1,0.840307,126
500,7,0.65,0.75,0.05,10,0.838244,32
500,7,0.65,0.75,0.05,24.2726063829787,0.835823,29
500,7,0.65,0.75,0.01,0.8,0.841371,500
500,7,0.65,0.75,0.01,1,0.841602,494
500,7,0.65,0.75,0.01,10,0.840307,237
500,7,0.65,0.75,0.01,24.2726063829787,0.837713,251
500,7,0.65,0.75,0.005,0.8,0.836874,500
500,7,0.65,0.75,0.005,1,0.837913,500
500,7,0.65,0.75,0.005,10,0.840162,299
500,7,0.65,0.75,0.005,24.2726063829787,0.837747,324
500,7,0.65,0.8,0.05,0.8,0.840298,126
500,7,0.65,0.8,0.05,1,0.840577,112
500,7,0.65,0.8,0.05,10,0.838237,30
500,7,0.65,0.8,0.05,24.2726063829787,0.836107,20
500,7,0.65,0.8,0.01,0.8,0.841252,496
500,7,0.65,0.8,0.01,1,0.841647,500
500,7,0.65,0.8,0.01,10,0.83994,237
500,7,0.65,0.8,0.01,24.2726063829787,0.837264,230
500,7,0.65,0.8,0.005,0.8,0.837109,500
500,7,0.65,0.8,0.005,1,0.837966,500
500,7,0.65,0.8,0.005,10,0.84003,371
500,7,0.65,0.8,0.005,24.2726063829787,0.837837,419
500,7,0.65,0.85,0.05,0.8,0.840651,127
500,7,0.65,0.85,0.05,1,0.8401,124
500,7,0.65,0.85,0.05,10,0.837914,60
500,7,0.65,0.85,0.05,24.2726063829787,0.83556,20
500,7,0.65,0.85,0.01,0.8,0.84127,500
500,7,0.65,0.85,0.01,1,0.841639,500
500,7,0.65,0.85,0.01,10,0.839817,192
500,7,0.65,0.85,0.01,24.2726063829787,0.836864,90
500,7,0.65,0.85,0.005,0.8,0.837344,500
500,7,0.65,0.85,0.005,1,0.838272,500
500,7,0.65,0.85,0.005,10,0.839848,236
500,7,0.65,0.85,0.005,24.2726063829787,0.837516,381
500,7,0.75,0.75,0.05,0.8,0.840313,146
500,7,0.75,0.75,0.05,1,0.840718,116
500,7,0.75,0.75,0.05,10,0.838868,26
500,7,0.75,0.75,0.05,24.2726063829787,0.835834,28
500,7,0.75,0.75,0.01,0.8,0.841183,495
500,7,0.75,0.75,0.01,1,0.841218,483
500,7,0.75,0.75,0.01,10,0.840525,198
500,7,0.75,0.75,0.01,24.2726063829787,0.837731,209
500,7,0.75,0.75,0.005,0.8,0.837137,500
500,7,0.75,0.75,0.005,1,0.837895,500
500,7,0.75,0.75,0.005,10,0.840099,446
500,7,0.75,0.75,0.005,24.2726063829787,0.83782,325
500,7,0.75,0.8,0.05,0.8,0.840456,126
500,7,0.75,0.8,0.05,1,0.840946,126
500,7,0.75,0.8,0.05,10,0.838947,80
500,7,0.75,0.8,0.05,24.2726063829787,0.835942,42
500,7,0.75,0.8,0.01,0.8,0.841129,497
500,7,0.75,0.8,0.01,1,0.841316,486
500,7,0.75,0.8,0.01,10,0.840181,198
500,7,0.75,0.8,0.01,24.2726063829787,0.837456,217
500,7,0.75,0.8,0.005,0.8,0.837268,500
500,7,0.75,0.8,0.005,1,0.838188,500
500,7,0.75,0.8,0.005,10,0.839969,370
500,7,0.75,0.8,0.005,24.2726063829787,0.837201,174
500,7,0.75,0.85,0.05,0.8,0.839997,129
500,7,0.75,0.85,0.05,1,0.840473,126
500,7,0.75,0.85,0.05,10,0.838239,71
500,7,0.75,0.85,0.05,24.2726063829787,0.835239,34
500,7,0.75,0.85,0.01,0.8,0.840973,477
500,7,0.75,0.85,0.01,1,0.841178,500
500,7,0.75,0.85,0.01,10,0.840132,202
500,7,0.75,0.85,0.01,24.2726063829787,0.836929,112
500,7,0.75,0.85,0.005,0.8,0.837222,500
500,7,0.75,0.85,0.005,1,0.838156,500
500,7,0.75,0.85,0.005,10,0.839914,386
500,7,0.75,0.85,0.005,24.2726063829787,0.83735,394
500,7,0.85,0.75,0.05,0.8,0.839927,100
500,7,0.85,0.75,0.05,1,0.840653,138
500,7,0.85,0.75,0.05,10,0.839762,32
500,7,0.85,0.75,0.05,24.2726063829787,0.836628,33
500,7,0.85,0.75,0.01,0.8,0.84113,500
500,7,0.85,0.75,0.01,1,0.841138,492
500,7,0.85,0.75,0.01,10,0.84022,200
500,7,0.85,0.75,0.01,24.2726063829787,0.837011,156
500,7,0.85,0.75,0.005,0.8,0.836843,500
500,7,0.85,0.75,0.005,1,0.838014,498
500,7,0.85,0.75,0.005,10,0.840054,424
500,7,0.85,0.75,0.005,24.2726063829787,0.837284,297
500,7,0.85,0.8,0.05,0.8,0.84064,138
500,7,0.85,0.8,0.05,1,0.840882,138
500,7,0.85,0.8,0.05,10,0.838858,34
500,7,0.85,0.8,0.05,24.2726063829787,0.835977,35
500,7,0.85,0.8,0.01,0.8,0.840963,482
500,7,0.85,0.8,0.01,1,0.840903,500
500,7,0.85,0.8,0.01,10,0.839845,198
500,7,0.85,0.8,0.01,24.2726063829787,0.836902,138
500,7,0.85,0.8,0.005,0.8,0.837237,500
500,7,0.85,0.8,0.005,1,0.838169,497
500,7,0.85,0.8,0.005,10,0.839945,293
500,7,0.85,0.8,0.005,24.2726063829787,0.837294,364
500,7,0.85,0.85,0.05,0.8,0.840009,127
500,7,0.85,0.85,0.05,1,0.840792,123
500,7,0.85,0.85,0.05,10,0.838437,46
500,7,0.85,0.85,0.05,24.2726063829787,0.835496,40
500,7,0.85,0.85,0.01,0.8,0.84079,495
500,7,0.85,0.85,0.01,1,0.840887,482
500,7,0.85,0.85,0.01,10,0.839875,197
500,7,0.85,0.85,0.01,24.2726063829787,0.836427,138
500,7,0.85,0.85,0.005,0.8,0.837288,500
500,7,0.85,0.85,0.005,1,0.838153,500
500,7,0.85,0.85,0.005,10,0.839756,294
500,7,0.85,0.85,0.005,24.2726063829787,0.836935,402
1000,5,0.65,0.75,0.05,0.8,0.841136,180
1000,5,0.65,0.75,0.05,1,0.841385,137
1000,5,0.65,0.75,0.05,10,0.840228,105
1000,5,0.65,0.75,0.05,24.2726063829787,0.839957,78
1000,5,0.65,0.75,0.01,0.8,0.841801,851
1000,5,0.65,0.75,0.01,1,0.842009,816
1000,5,0.65,0.75,0.01,10,0.841449,477
1000,5,0.65,0.75,0.01,24.2726063829787,0.840549,356
1000,5,0.65,0.75,0.005,0.8,0.840468,1000
1000,5,0.65,0.75,0.005,1,0.840915,998
1000,5,0.65,0.75,0.005,10,0.841436,893
1000,5,0.65,0.75,0.005,24.2726063829787,0.840638,797
1000,5,0.65,0.8,0.05,0.8,0.841124,177
1000,5,0.65,0.8,0.05,1,0.841445,158
1000,5,0.65,0.8,0.05,10,0.840453,70
1000,5,0.65,0.8,0.05,24.2726063829787,0.838881,68
1000,5,0.65,0.8,0.01,0.8,0.841842,816
1000,5,0.65,0.8,0.01,1,0.84164,816
1000,5,0.65,0.8,0.01,10,0.841178,495
1000,5,0.65,0.8,0.01,24.2726063829787,0.840253,367
1000,5,0.65,0.8,0.005,0.8,0.840499,999
1000,5,0.65,0.8,0.005,1,0.840736,1000
1000,5,0.65,0.8,0.005,10,0.841394,918
1000,5,0.65,0.8,0.005,24.2726063829787,0.840503,782
1000,5,0.65,0.85,0.05,0.8,0.840724,145
1000,5,0.65,0.85,0.05,1,0.841008,137
1000,5,0.65,0.85,0.05,10,0.840471,71
1000,5,0.65,0.85,0.05,24.2726063829787,0.839036,68
1000,5,0.65,0.85,0.01,0.8,0.841785,827
1000,5,0.65,0.85,0.01,1,0.84165,816
1000,5,0.65,0.85,0.01,10,0.841112,456
1000,5,0.65,0.85,0.01,24.2726063829787,0.840145,367
1000,5,0.65,0.85,0.005,0.8,0.840333,997
1000,5,0.65,0.85,0.005,1,0.840646,1000
1000,5,0.65,0.85,0.005,10,0.841275,918
1000,5,0.65,0.85,0.005,24.2726063829787,0.840346,894
1000,5,0.75,0.75,0.05,0.8,0.84124,188
1000,5,0.75,0.75,0.05,1,0.841363,167
1000,5,0.75,0.75,0.05,10,0.840516,82
1000,5,0.75,0.75,0.05,24.2726063829787,0.839582,82
1000,5,0.75,0.75,0.01,0.8,0.842095,738
1000,5,0.75,0.75,0.01,1,0.842111,737
1000,5,0.75,0.75,0.01,10,0.841618,549
1000,5,0.75,0.75,0.01,24.2726063829787,0.840541,398
1000,5,0.75,0.75,0.005,0.8,0.840372,1000
1000,5,0.75,0.75,0.005,1,0.840629,1000
1000,5,0.75,0.75,0.005,10,0.841498,945
1000,5,0.75,0.75,0.005,24.2726063829787,0.840566,739
1000,5,0.75,0.8,0.05,0.8,0.840943,164
1000,5,0.75,0.8,0.05,1,0.840944,164
1000,5,0.75,0.8,0.05,10,0.840515,89
1000,5,0.75,0.8,0.05,24.2726063829787,0.839921,71
1000,5,0.75,0.8,0.01,0.8,0.841969,947
1000,5,0.75,0.8,0.01,1,0.841855,738
1000,5,0.75,0.8,0.01,10,0.841225,492
1000,5,0.75,0.8,0.01,24.2726063829787,0.840463,447
1000,5,0.75,0.8,0.005,0.8,0.840341,1000
1000,5,0.75,0.8,0.005,1,0.840592,1000
1000,5,0.75,0.8,0.005,10,0.841411,986
1000,5,0.75,0.8,0.005,24.2726063829787,0.840577,744
1000,5,0.75,0.85,0.05,0.8,0.84089,162
1000,5,0.75,0.85,0.05,1,0.841204,175
1000,5,0.75,0.85,0.05,10,0.84033,87
1000,5,0.75,0.85,0.05,24.2726063829787,0.839232,87
1000,5,0.75,0.85,0.01,0.8,0.841865,952
1000,5,0.75,0.85,0.01,1,0.841768,737
1000,5,0.75,0.85,0.01,10,0.841186,456
1000,5,0.75,0.85,0.01,24.2726063829787,0.840311,417
1000,5,0.75,0.85,0.005,0.8,0.840146,1000
1000,5,0.75,0.85,0.005,1,0.840424,1000
1000,5,0.75,0.85,0.005,10,0.841292,990
1000,5,0.75,0.85,0.005,24.2726063829787,0.840443,788
1000,5,0.85,0.75,0.05,0.8,0.841536,159
1000,5,0.85,0.75,0.05,1,0.841142,158
1000,5,0.85,0.75,0.05,10,0.840351,109
1000,5,0.85,0.75,0.05,24.2726063829787,0.839829,68
1000,5,0.85,0.75,0.01,0.8,0.841804,760
1000,5,0.85,0.75,0.01,1,0.84185,754
1000,5,0.85,0.75,0.01,10,0.841543,495
1000,5,0.85,0.75,0.01,24.2726063829787,0.840477,356
1000,5,0.85,0.75,0.005,0.8,0.840549,996
1000,5,0.85,0.75,0.005,1,0.840769,1000
1000,5,0.85,0.75,0.005,10,0.841383,989
1000,5,0.85,0.75,0.005,24.2726063829787,0.840486,809
1000,5,0.85,0.8,0.05,0.8,0.841073,137
1000,5,0.85,0.8,0.05,1,0.841218,165
1000,5,0.85,0.8,0.05,10,0.840314,96
1000,5,0.85,0.8,0.05,24.2726063829787,0.839823,76
1000,5,0.85,0.8,0.01,0.8,0.84163,742
1000,5,0.85,0.8,0.01,1,0.841696,752
1000,5,0.85,0.8,0.01,10,0.841327,495
1000,5,0.85,0.8,0.01,24.2726063829787,0.840591,445
1000,5,0.85,0.8,0.005,0.8,0.840301,998
1000,5,0.85,0.8,0.005,1,0.840594,1000
1000,5,0.85,0.8,0.005,10,0.841122,988
1000,5,0.85,0.8,0.005,24.2726063829787,0.840387,812
1000,5,0.85,0.85,0.05,0.8,0.840601,138
1000,5,0.85,0.85,0.05,1,0.840907,161
1000,5,0.85,0.85,0.05,10,0.840215,119
1000,5,0.85,0.85,0.05,24.2726063829787,0.839224,73
1000,5,0.85,0.85,0.01,0.8,0.841435,756
1000,5,0.85,0.85,0.01,1,0.84138,919
1000,5,0.85,0.85,0.01,10,0.841117,482
1000,5,0.85,0.85,0.01,24.2726063829787,0.840352,456
1000,5,0.85,0.85,0.005,0.8,0.840175,1000
1000,5,0.85,0.85,0.005,1,0.840462,998
1000,5,0.85,0.85,0.005,10,0.840961,986
1000,5,0.85,0.85,0.005,24.2726063829787,0.840161,843
1000,6,0.65,0.75,0.05,0.8,0.840819,157
1000,6,0.65,0.75,0.05,1,0.84157,126
1000,6,0.65,0.75,0.05,10,0.840002,71
1000,6,0.65,0.75,0.05,24.2726063829787,0.837945,64
1000,6,0.65,0.75,0.01,0.8,0.841928,713
1000,6,0.65,0.75,0.01,1,0.841997,714
1000,6,0.65,0.75,0.01,10,0.84116,351
1000,6,0.65,0.75,0.01,24.2726063829787,0.839626,322
1000,6,0.65,0.75,0.005,0.8,0.841091,1000
1000,6,0.65,0.75,0.005,1,0.841414,998
1000,6,0.65,0.75,0.005,10,0.840992,619
1000,6,0.65,0.75,0.005,24.2726063829787,0.839557,610
1000,6,0.65,0.8,0.05,0.8,0.841218,113
1000,6,0.65,0.8,0.05,1,0.84126,113
1000,6,0.65,0.8,0.05,10,0.840457,71
1000,6,0.65,0.8,0.05,24.2726063829787,0.838472,44
1000,6,0.65,0.8,0.01,0.8,0.841674,661
1000,6,0.65,0.8,0.01,1,0.841759,665
1000,6,0.65,0.8,0.01,10,0.840725,295
1000,6,0.65,0.8,0.01,24.2726063829787,0.839307,300
1000,6,0.65,0.8,0.005,0.8,0.841083,999
1000,6,0.65,0.8,0.005,1,0.841357,999
1000,6,0.65,0.8,0.005,10,0.840864,670
1000,6,0.65,0.8,0.005,24.2726063829787,0.839362,501
1000,6,0.65,0.85,0.05,0.8,0.840993,126
1000,6,0.65,0.85,0.05,1,0.840796,137
1000,6,0.65,0.85,0.05,10,0.83992,67
1000,6,0.65,0.85,0.05,24.2726063829787,0.837624,35
1000,6,0.65,0.85,0.01,0.8,0.841851,713
1000,6,0.65,0.85,0.01,1,0.842045,714
1000,6,0.65,0.85,0.01,10,0.840472,321
1000,6,0.65,0.85,0.01,24.2726063829787,0.83928,305
1000,6,0.65,0.85,0.005,0.8,0.841192,999
1000,6,0.65,0.85,0.005,1,0.841432,988
1000,6,0.65,0.85,0.005,10,0.840839,677
1000,6,0.65,0.85,0.005,24.2726063829787,0.839309,502
1000,6,0.75,0.75,0.05,0.8,0.841171,136
1000,6,0.75,0.75,0.05,1,0.840957,134
1000,6,0.75,0.75,0.05,10,0.840059,71
1000,6,0.75,0.75,0.05,24.2726063829787,0.838246,64
1000,6,0.75,0.75,0.01,0.8,0.842025,714
1000,6,0.75,0.75,0.01,1,0.841813,712
1000,6,0.75,0.75,0.01,10,0.84107,274
1000,6,0.75,0.75,0.01,24.2726063829787,0.839736,261
1000,6,0.75,0.75,0.005,0.8,0.84127,997
1000,6,0.75,0.75,0.005,1,0.841664,1000
1000,6,0.75,0.75,0.005,10,0.841225,628
1000,6,0.75,0.75,0.005,24.2726063829787,0.839506,401
1000,6,0.75,0.8,0.05,0.8,0.841665,141
1000,6,0.75,0.8,0.05,1,0.841442,145
1000,6,0.75,0.8,0.05,10,0.839834,71
1000,6,0.75,0.8,0.05,24.2726063829787,0.838032,69
1000,6,0.75,0.8,0.01,0.8,0.841743,614
1000,6,0.75,0.8,0.01,1,0.841835,629
1000,6,0.75,0.8,0.01,10,0.840968,319
1000,6,0.75,0.8,0.01,24.2726063829787,0.83963,270
1000,6,0.75,0.8,0.005,0.8,0.841233,1000
1000,6,0.75,0.8,0.005,1,0.841571,1000
1000,6,0.75,0.8,0.005,10,0.840989,614
1000,6,0.75,0.8,0.005,24.2726063829787,0.839433,418
1000,6,0.75,0.85,0.05,0.8,0.841138,140
1000,6,0.75,0.85,0.05,1,0.840806,159
1000,6,0.75,0.85,0.05,10,0.839965,82
1000,6,0.75,0.85,0.05,24.2726063829787,0.837901,40
1000,6,0.75,0.85,0.01,0.8,0.841616,671
1000,6,0.75,0.85,0.01,1,0.841762,714
1000,6,0.75,0.85,0.01,10,0.840863,318
1000,6,0.75,0.85,0.01,24.2726063829787,0.839226,292
1000,6,0.75,0.85,0.005,0.8,0.841173,1000
1000,6,0.75,0.85,0.005,1,0.841284,999
1000,6,0.75,0.85,0.005,10,0.840885,697
1000,6,0.75,0.85,0.005,24.2726063829787,0.839344,508
1000,6,0.85,0.75,0.05,0.8,0.841187,158
1000,6,0.85,0.75,0.05,1,0.841239,123
1000,6,0.85,0.75,0.05,10,0.840448,73
1000,6,0.85,0.75,0.05,24.2726063829787,0.838774,69
1000,6,0.85,0.75,0.01,0.8,0.841778,741
1000,6,0.85,0.75,0.01,1,0.841943,672
1000,6,0.85,0.75,0.01,10,0.841079,280
1000,6,0.85,0.75,0.01,24.2726063829787,0.839603,277
1000,6,0.85,0.75,0.005,0.8,0.841166,998
1000,6,0.85,0.75,0.005,1,0.841224,988
1000,6,0.85,0.75,0.005,10,0.841057,614
1000,6,0.85,0.75,0.005,24.2726063829787,0.839363,495
1000,6,0.85,0.8,0.05,0.8,0.840659,137
1000,6,0.85,0.8,0.05,1,0.841523,116
1000,6,0.85,0.8,0.05,10,0.839947,46
1000,6,0.85,0.8,0.05,24.2726063829787,0.838737,69
1000,6,0.85,0.8,0.01,0.8,0.841556,677
1000,6,0.85,0.8,0.01,1,0.841551,661
1000,6,0.85,0.8,0.01,10,0.840757,278
1000,6,0.85,0.8,0.01,24.2726063829787,0.839585,272
1000,6,0.85,0.8,0.005,0.8,0.841063,994
1000,6,0.85,0.8,0.005,1,0.841261,1000
1000,6,0.85,0.8,0.005,10,0.840794,543
1000,6,0.85,0.8,0.005,24.2726063829787,0.839287,516
1000,6,0.85,0.85,0.05,0.8,0.840408,137
1000,6,0.85,0.85,0.05,1,0.840828,119
1000,6,0.85,0.85,0.05,10,0.839889,69
1000,6,0.85,0.85,0.05,24.2726063829787,0.838708,74
1000,6,0.85,0.85,0.01,0.8,0.841467,659
1000,6,0.85,0.85,0.01,1,0.841488,672
1000,6,0.85,0.85,0.01,10,0.840797,278
1000,6,0.85,0.85,0.01,24.2726063829787,0.839088,276
1000,6,0.85,0.85,0.005,0.8,0.841008,994
1000,6,0.85,0.85,0.005,1,0.841096,998
1000,6,0.85,0.85,0.005,10,0.84068,526
1000,6,0.85,0.85,0.005,24.2726063829787,0.839071,519
1000,7,0.65,0.75,0.05,0.8,0.840746,120
1000,7,0.65,0.75,0.05,1,0.840307,126
1000,7,0.65,0.75,0.05,10,0.838244,32
1000,7,0.65,0.75,0.05,24.2726063829787,0.835823,29
1000,7,0.65,0.75,0.01,0.8,0.8418,631
1000,7,0.65,0.75,0.01,1,0.841796,680
1000,7,0.65,0.75,0.01,10,0.840307,237
1000,7,0.65,0.75,0.01,24.2726063829787,0.837713,251
1000,7,0.65,0.75,0.005,0.8,0.841138,999
1000,7,0.65,0.75,0.005,1,0.841464,988
1000,7,0.65,0.75,0.005,10,0.840162,299
1000,7,0.65,0.75,0.005,24.2726063829787,0.83775,379
1000,7,0.65,0.8,0.05,0.8,0.840298,126
1000,7,0.65,0.8,0.05,1,0.840577,112
1000,7,0.65,0.8,0.05,10,0.838237,30
1000,7,0.65,0.8,0.05,24.2726063829787,0.836107,20
1000,7,0.65,0.8,0.01,0.8,0.841596,710
1000,7,0.65,0.8,0.01,1,0.841686,534
1000,7,0.65,0.8,0.01,10,0.83994,237
1000,7,0.65,0.8,0.01,24.2726063829787,0.837264,230
1000,7,0.65,0.8,0.005,0.8,0.841269,989
1000,7,0.65,0.8,0.005,1,0.841415,988
1000,7,0.65,0.8,0.005,10,0.84003,371
1000,7,0.65,0.8,0.005,24.2726063829787,0.837837,419
1000,7,0.65,0.85,0.05,0.8,0.840651,127
1000,7,0.65,0.85,0.05,1,0.8401,124
1000,7,0.65,0.85,0.05,10,0.837914,60
1000,7,0.65,0.85,0.05,24.2726063829787,0.83556,20
1000,7,0.65,0.85,0.01,0.8,0.841598,658
1000,7,0.65,0.85,0.01,1,0.841775,598
1000,7,0.65,0.85,0.01,10,0.839817,192
1000,7,0.65,0.85,0.01,24.2726063829787,0.837029,230
1000,7,0.65,0.85,0.005,0.8,0.841109,988
1000,7,0.65,0.85,0.005,1,0.84142,996
1000,7,0.65,0.85,0.005,10,0.840016,382
1000,7,0.65,0.85,0.005,24.2726063829787,0.837517,477
1000,7,0.75,0.75,0.05,0.8,0.840313,146
1000,7,0.75,0.75,0.05,1,0.840718,116
1000,7,0.75,0.75,0.05,10,0.838868,26
1000,7,0.75,0.75,0.05,24.2726063829787,0.835834,28
1000,7,0.75,0.75,0.01,0.8,0.841654,601
1000,7,0.75,0.75,0.01,1,0.841457,622
1000,7,0.75,0.75,0.01,10,0.840525,198
1000,7,0.75,0.75,0.01,24.2726063829787,0.837731,209
1000,7,0.75,0.75,0.005,0.8,0.841336,992
1000,7,0.75,0.75,0.005,1,0.841471,987
1000,7,0.75,0.75,0.005,10,0.840099,446
1000,7,0.75,0.75,0.005,24.2726063829787,0.83782,325
1000,7,0.75,0.8,0.05,0.8,0.840456,126
1000,7,0.75,0.8,0.05,1,0.840946,126
1000,7,0.75,0.8,0.05,10,0.838947,80
1000,7,0.75,0.8,0.05,24.2726063829787,0.835942,42
1000,7,0.75,0.8,0.01,0.8,0.841478,591
1000,7,0.75,0.8,0.01,1,0.84142,592
1000,7,0.75,0.8,0.01,10,0.840181,198
1000,7,0.75,0.8,0.01,24.2726063829787,0.837456,217
1000,7,0.75,0.8,0.005,0.8,0.841265,996
1000,7,0.75,0.8,0.005,1,0.841286,989
1000,7,0.75,0.8,0.005,10,0.839969,370
1000,7,0.75,0.8,0.005,24.2726063829787,0.837485,279
1000,7,0.75,0.85,0.05,0.8,0.839997,129
1000,7,0.75,0.85,0.05,1,0.840473,126
1000,7,0.75,0.85,0.05,10,0.838239,71
1000,7,0.75,0.85,0.05,24.2726063829787,0.835239,34
1000,7,0.75,0.85,0.01,0.8,0.841289,591
1000,7,0.75,0.85,0.01,1,0.841369,593
1000,7,0.75,0.85,0.01,10,0.840134,264
1000,7,0.75,0.85,0.01,24.2726063829787,0.837,234
1000,7,0.75,0.85,0.005,0.8,0.841155,988
1000,7,0.75,0.85,0.005,1,0.841081,996
1000,7,0.75,0.85,0.005,10,0.839914,386
1000,7,0.75,0.85,0.005,24.2726063829787,0.83735,394
1000,7,0.85,0.75,0.05,0.8,0.839927,100
1000,7,0.85,0.75,0.05,1,0.840653,138
1000,7,0.85,0.75,0.05,10,0.839762,32
1000,7,0.85,0.75,0.05,24.2726063829787,0.836628,33
1000,7,0.85,0.75,0.01,0.8,0.841472,641
1000,7,0.85,0.75,0.01,1,0.841436,632
1000,7,0.85,0.75,0.01,10,0.84022,200
1000,7,0.85,0.75,0.01,24.2726063829787,0.837011,156
1000,7,0.85,0.75,0.005,0.8,0.841264,994
1000,7,0.85,0.75,0.005,1,0.841377,998
1000,7,0.85,0.75,0.005,10,0.840054,424
1000,7,0.85,0.75,0.005,24.2726063829787,0.837353,408
1000,7,0.85,0.8,0.05,0.8,0.84064,138
1000,7,0.85,0.8,0.05,1,0.840882,138
1000,7,0.85,0.8,0.05,10,0.838858,34
1000,7,0.85,0.8,0.05,24.2726063829787,0.835977,35
1000,7,0.85,0.8,0.01,0.8,0.841167,616
1000,7,0.85,0.8,0.01,1,0.841067,661
1000,7,0.85,0.8,0.01,10,0.839845,198
1000,7,0.85,0.8,0.01,24.2726063829787,0.836902,138
1000,7,0.85,0.8,0.005,0.8,0.841157,968
1000,7,0.85,0.8,0.005,1,0.841253,931
1000,7,0.85,0.8,0.005,10,0.839945,293
1000,7,0.85,0.8,0.005,24.2726063829787,0.837294,364
1000,7,0.85,0.85,0.05,0.8,0.840009,127
1000,7,0.85,0.85,0.05,1,0.840792,123
1000,7,0.85,0.85,0.05,10,0.838437,46
1000,7,0.85,0.85,0.05,24.2726063829787,0.835496,40
1000,7,0.85,0.85,0.01,0.8,0.84098,616
1000,7,0.85,0.85,0.01,1,0.84095,528
1000,7,0.85,0.85,0.01,10,0.839875,197
1000,7,0.85,0.85,0.01,24.2726063829787,0.836481,201
1000,7,0.85,0.85,0.005,0.8,0.841144,988
1000,7,0.85,0.85,0.005,1,0.841134,954
1000,7,0.85,0.85,0.005,10,0.839798,369
1000,7,0.85,0.85,0.005,24.2726063829787,0.836935,402
