r_sample,c_sample,auc_max,std,best_round
0.5,0.4,0.841253666666667,0.0142693333333333,456.333333333333
0.5,0.45,0.841822,0.0108693333333333,529.666666666667
0.5,0.5,0.841729333333333,0.01285,528
0.5,0.55,0.841604666666667,0.01695,475
0.5,0.6,0.841235666666667,0.0136266666666667,509.666666666667
0.5,0.65,0.840899666666667,0.00741966666666667,452
0.5,0.7,0.840756333333333,0.0108813333333333,515
0.5,0.75,0.841004,0.009928,442.75
0.5,0.8,0.841868,0.009056,498.333333333333
0.55,0.4,0.841629666666667,0.0130886666666667,501
0.55,0.45,0.841776666666667,0.014043,575
0.55,0.5,0.841807,0.00713466666666667,561.333333333333
0.55,0.55,0.841764333333333,0.00577633333333333,577.333333333333
0.55,0.6,0.841993666666667,0.0102206666666667,560
0.55,0.65,0.84126,0.008238,457
0.55,0.7,0.841556,0.0126286666666667,506.666666666667
0.55,0.75,0.841250666666667,0.0102066666666667,490
0.55,0.8,0.840513333333333,0.010454,450
0.6,0.4,0.842850333333333,0.0106646666666667,569.333333333333
0.6,0.45,0.841577,0.014339,595
0.6,0.5,0.840999,0.00766766666666667,533
0.6,0.55,0.841743666666667,0.00872766666666667,579
0.6,0.6,0.841262666666667,0.008038,498.666666666667
0.6,0.65,0.841158666666667,0.01465,612
0.6,0.7,0.841276666666667,0.015107,639.666666666667
0.6,0.75,0.841320333333333,0.0163846666666667,549.666666666667
0.6,0.8,0.840809666666667,0.0109583333333333,486
0.65,0.4,0.842119666666667,0.00568866666666667,589
0.65,0.45,0.841081333333333,0.0111103333333333,609.333333333333
0.65,0.5,0.841623,0.00957666666666667,542
0.65,0.55,0.841424,0.0107786666666667,548
0.65,0.6,0.841952,0.0125533333333333,683.25
0.65,0.65,0.841040666666667,0.010619,581.666666666667
0.65,0.7,0.841465,0.00957666666666667,437.333333333333
0.65,0.75,0.84072,0.01086,464
0.65,0.8,0.841043333333333,0.00827166666666667,455
0.7,0.4,0.842131,0.0118806666666667,611
0.7,0.45,0.840898,0.0123156666666667,482
0.7,0.5,0.841321666666667,0.00958333333333333,563
0.7,0.55,0.841757666666667,0.0139493333333333,562.666666666667
0.7,0.6,0.841875,0.011975,561.666666666667
0.7,0.65,0.841290333333333,0.009732,561.666666666667
0.7,0.7,0.841687333333333,0.00485733333333333,595.333333333333
0.7,0.75,0.841977666666667,0.00684633333333333,556.666666666667
0.7,0.8,0.841182,0.00981833333333333,493
0.75,0.4,0.842550333333333,0.0102816666666667,530.333333333333
0.75,0.45,0.840909666666667,0.00897033333333333,559
0.75,0.5,0.841502666666667,0.012233,557.333333333333
0.75,0.55,0.841267333333333,0.00820666666666667,544.666666666667
0.75,0.6,0.840827,0.00845133333333333,565
0.75,0.65,0.841536,0.00755633333333333,586
0.75,0.7,0.84108,0.0130696666666667,550.666666666667
0.75,0.75,0.8408,0.00941733333333333,575.333333333333
0.75,0.8,0.842004333333333,0.011415,530
0.8,0.4,0.841893333333333,0.0121553333333333,705.666666666667
0.8,0.45,0.840825,0.0124426666666667,471
0.8,0.5,0.84158,0.00762366666666667,535
0.8,0.55,0.841668333333333,0.0134393333333333,640
0.8,0.6,0.841036,0.0108613333333333,481
0.8,0.65,0.840944,0.0144083333333333,573
0.8,0.7,0.841008,0.009052,548
0.8,0.75,0.841022333333333,0.0122976666666667,664
0.8,0.8,0.840974,0.0123546666666667,484.75
