Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
6,1,0.7,0.7,0.1,1,0,0.8397224,0.0045492,53.8
6,1,0.7,0.7,0.1,1,0.1,0.8390818,0.008371,54
6,1,0.7,0.7,0.1,1,0.2,0.8388876,0.009749,65.8
6,1,0.7,0.7,0.1,1,0.3,0.839014,0.0099802,64.2
6,1,0.7,0.7,0.1,1,0.4,0.839099,0.0149318,63.8
6,1,0.7,0.7,0.1,1,0.5,0.8400226,0.0121256,53
6,1,0.7,0.7,0.1,1,0.6,0.8390664,0.0089378,58.5
6,1,0.7,0.7,0.1,1,0.7,0.8392858,0.0084928,63.6
6,1,0.7,0.7,0.1,1,0.8,0.8382986,0.0058974,58.4
6,1,0.7,0.7,0.1,1,0.9,0.840561,0.0118174,61
6,1,0.7,0.7,0.1,1,1,0.8394482,0.005474,58.4
6,1,0.7,0.7,0.1,1,2,0.8386182,0.0110534,83
6,1,0.7,0.7,0.1,1,5,0.839715,0.011784,61.2
