Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
6,1,0.5,0.3,0.1,1,0.9,0.8376318,0.006866,57
6,1,0.5,0.35,0.1,1,0.9,0.8397118,0.0098388,64
6,1,0.5,0.4,0.1,1,0.9,0.8381554,0.0045828,61
6,1,0.5,0.45,0.1,1,0.9,0.8381126,0.0076286,54.4
6,1,0.5,0.5,0.1,1,0.9,0.8384052,0.01292,52.2
6,1,0.5,0.55,0.1,1,0.9,0.8402248,0.0060274,72.8
6,1,0.5,0.6,0.1,1,0.9,0.8384194,0.0071398,47.2
6,1,0.5,0.65,0.1,1,0.9,0.8384958,0.0114994,46
6,1,0.5,0.7,0.1,1,0.9,0.8391444,0.0036824,67
6,1,0.5,0.75,0.1,1,0.9,0.8390922,0.0105688,49.6
6,1,0.5,0.8,0.1,1,0.9,0.8384758,0.010685,65
6,1,0.5,0.85,0.1,1,0.9,0.8377574,0.0090878,60.2
6,1,0.5,0.9,0.1,1,0.9,0.8374002,0.00901,65.4
6,1,0.5,0.95,0.1,1,0.9,0.8377326,0.0087714,58
6,1,0.5,1,0.1,1,0.9,0.8384734,0.0067452,62.8
6,1,0.55,0.3,0.1,1,0.9,0.8375162,0.0108106,55.4
6,1,0.55,0.35,0.1,1,0.9,0.838406,0.006082,73.6
6,1,0.55,0.4,0.1,1,0.9,0.8375232,0.008277,59
6,1,0.55,0.45,0.1,1,0.9,0.8389362,0.0093726,63
6,1,0.55,0.5,0.1,1,0.9,0.8386924,0.0114704,60.6
6,1,0.55,0.55,0.1,1,0.9,0.8400058,0.00703,71.2
6,1,0.55,0.6,0.1,1,0.9,0.8387216,0.0085274,65
6,1,0.55,0.65,0.1,1,0.9,0.8387072,0.00816,52.6
6,1,0.55,0.7,0.1,1,0.9,0.8387,0.0089308,67
6,1,0.55,0.75,0.1,1,0.9,0.8378712,0.0111608,67.6
6,1,0.55,0.8,0.1,1,0.9,0.8381514,0.007992,60.6
6,1,0.55,0.85,0.1,1,0.9,0.837493,0.0061582,59.8
6,1,0.55,0.9,0.1,1,0.9,0.8374886,0.0099426,48.6
6,1,0.55,0.95,0.1,1,0.9,0.8397336,0.0062664,69
6,1,0.55,1,0.1,1,0.9,0.8387882,0.006922,55
6,1,0.6,0.3,0.1,1,0.9,0.8395432,0.0055374,63.6
6,1,0.6,0.35,0.1,1,0.9,0.8390754,0.008046,59.6
6,1,0.6,0.4,0.1,1,0.9,0.8394752,0.006209,57.8
6,1,0.6,0.45,0.1,1,0.9,0.8387552,0.0098814,79.4
6,1,0.6,0.5,0.1,1,0.9,0.8397776,0.0086214,63
6,1,0.6,0.55,0.1,1,0.9,0.8389284,0.0067112,62.6666666666667
6,1,0.6,0.6,0.1,1,0.9,0.8378668,0.007743,65.4
6,1,0.6,0.65,0.1,1,0.9,0.8393034,0.012164,59.4
6,1,0.6,0.7,0.1,1,0.9,0.839315,0.0072666,52.6
6,1,0.6,0.75,0.1,1,0.9,0.8394736,0.0026902,54.6
6,1,0.6,0.8,0.1,1,0.9,0.8384112,0.0124346,62
6,1,0.6,0.85,0.1,1,0.9,0.838628,0.0094514,61
6,1,0.6,0.9,0.1,1,0.9,0.837474,0.0090548,58.6
6,1,0.6,0.95,0.1,1,0.9,0.8389154,0.0109504,59
6,1,0.6,1,0.1,1,0.9,0.8382644,0.0112844,48
6,1,0.65,0.3,0.1,1,0.9,0.838702,0.0093834,58.2
6,1,0.65,0.35,0.1,1,0.9,0.8390134,0.0090038,69.8
6,1,0.65,0.4,0.1,1,0.9,0.8405774,0.0054448,58.2
6,1,0.65,0.45,0.1,1,0.9,0.840901,0.0101008,60
6,1,0.65,0.5,0.1,1,0.9,0.8399986,0.004946,50.6
6,1,0.65,0.55,0.1,1,0.9,0.8398194,0.0061664,52.4
6,1,0.65,0.6,0.1,1,0.9,0.8393416,0.0046236,49.6
6,1,0.65,0.65,0.1,1,0.9,0.8395892,0.00612,76
6,1,0.65,0.7,0.1,1,0.9,0.8390256,0.0069402,62.6
6,1,0.65,0.75,0.1,1,0.9,0.8396476,0.0066138,54.6
6,1,0.65,0.8,0.1,1,0.9,0.8376278,0.0081386,50
6,1,0.65,0.85,0.1,1,0.9,0.840345,0.0181808,63
6,1,0.65,0.9,0.1,1,0.9,0.8391212,0.0108278,58.6
6,1,0.65,0.95,0.1,1,0.9,0.8391092,0.0077066,60.8
6,1,0.65,1,0.1,1,0.9,0.8377742,0.008692,51
6,1,0.7,0.3,0.1,1,0.9,0.8398046,0.0132878,62.4
6,1,0.7,0.35,0.1,1,0.9,0.8398604,0.0062124,68
6,1,0.7,0.4,0.1,1,0.9,0.8398302,0.0055146,53.8
6,1,0.7,0.45,0.1,1,0.9,0.8394952,0.0067152,59.8
6,1,0.7,0.5,0.1,1,0.9,0.839005,0.0071258,63.6
6,1,0.7,0.55,0.1,1,0.9,0.8382426,0.0075246,56.2
6,1,0.7,0.6,0.1,1,0.9,0.8397656,0.0114432,57.8
6,1,0.7,0.65,0.1,1,0.9,0.8399038,0.0099214,70.2
6,1,0.7,0.7,0.1,1,0.9,0.8388916,0.0064124,56.4
6,1,0.7,0.75,0.1,1,0.9,0.8381796,0.0063798,71.2
6,1,0.7,0.8,0.1,1,0.9,0.8390926,0.004385,70
