Depth,Min_child_weight,r_sample,c_sample,eta,scale_pos_weight,gamma,auc_max,std,best_round
6,1,0.7,0.85,0.1,1,0.9,0.839266,0.0100326,53.8
6,1,0.7,0.9,0.1,1,0.9,0.8383938,0.010995,59.4
6,1,0.7,0.95,0.1,1,0.9,0.8399764,0.0077502,52
6,1,0.7,1,0.1,1,0.9,0.8390564,0.0056354,70.6
6,1,0.75,0.3,0.1,1,0.9,0.8399026,0.0061982,61.6
6,1,0.75,0.35,0.1,1,0.9,0.8396592,0.0101196,62.2
6,1,0.75,0.4,0.1,1,0.9,0.8393666,0.0093194,59.4
6,1,0.75,0.45,0.1,1,0.9,0.8388522,0.0072564,60.2
6,1,0.75,0.5,0.1,1,0.9,0.8404268,0.0054514,70.6
6,1,0.75,0.55,0.1,1,0.9,0.8403326,0.0118012,68.6
6,1,0.75,0.6,0.1,1,0.9,0.8397978,0.0103624,56.6
6,1,0.75,0.65,0.1,1,0.9,0.8402632,0.0069522,69
6,1,0.75,0.7,0.1,1,0.9,0.8386818,0.0084246,66.4
6,1,0.75,0.75,0.1,1,0.9,0.8391088,0.0084164,54.6
6,1,0.75,0.8,0.1,1,0.9,0.8389848,0.009709,59
6,1,0.75,0.85,0.1,1,0.9,0.8386352,0.007929,57.6
6,1,0.75,0.9,0.1,1,0.9,0.8394404,0.0060032,57.4
6,1,0.75,0.95,0.1,1,0.9,0.839227,0.0092936,78
6,1,0.75,1,0.1,1,0.9,0.8395366,0.010464,61.4
6,1,0.8,0.3,0.1,1,0.9,0.8391258,0.0140708,62.2
6,1,0.8,0.35,0.1,1,0.9,0.8400718,0.0118932,63.4
6,1,0.8,0.4,0.1,1,0.9,0.8394538,0.0104518,58.6
6,1,0.8,0.45,0.1,1,0.9,0.8398182,0.009845,71.6
6,1,0.8,0.5,0.1,1,0.9,0.839372,0.0091434,52.2
6,1,0.8,0.55,0.1,1,0.9,0.8390082,0.0091496,68
6,1,0.8,0.6,0.1,1,0.9,0.8388162,0.0112366,55.1666666666667
6,1,0.8,0.65,0.1,1,0.9,0.839458,0.0129978,74
6,1,0.8,0.7,0.1,1,0.9,0.8398072,0.0094436,64
6,1,0.8,0.75,0.1,1,0.9,0.8391084,0.0099898,68.4
6,1,0.8,0.8,0.1,1,0.9,0.8382934,0.0098932,62
6,1,0.8,0.85,0.1,1,0.9,0.8392032,0.0098604,50.8
6,1,0.8,0.9,0.1,1,0.9,0.8390866,0.0072556,61
6,1,0.8,0.95,0.1,1,0.9,0.8390774,0.0098832,62.8
6,1,0.8,1,0.1,1,0.9,0.839091,0.0077542,58
